Database,Accounting,Table,AccountChart,,,,,,,,,,,,,,,,,,,,
AccountNumber,CurrencyCode,BranchCode,ParentAccountId,AccountLevel,IsAccountLeave,BalanceSide,ReverseBalance,PostingSide,AccountName,ShortAccountName,MultiValueName,AccountClassification,AccountCategories,AccountGroup,DirectPosting,IsVisible,IsMultiCurrency,JobProcessOption,RefAccountNumber,ReferencesNumber,CreatedOnUtc,UpdatedOnUtc,Id
001101010201020201,MMK,001,101010201020201,9,TRUE,D,N,A,Cash and balances with Myawaddy Bank Ltd.(Saving Deposit) (MMK),Cash and balances with Myawaddy Bank Ltd.(Saving Deposit) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101010201030301,MMK,001,101010201030301,9,TRUE,D,N,A,Cash and balances with uab Bank Ltd (Saving Deposit) (MMK),Cash and balances with uab Bank Ltd (Saving Deposit) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101010201040401,MMK,001,101010201040401,9,TRUE,D,N,A,Cash and balances with Ayeyarwaddy Farmers Development Bank Ltd (Saving Deposit) (MMK),Cash and balances with Ayeyarwaddy Farmers Development Bank Ltd (Saving Deposit) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101010202010101,MMK,001,101010202010101,9,TRUE,D,N,A,Balances with Global Treasure Bank Limited (Fixed Deposits Less than three months) (MMK),Balances with Global Treasure Bank Limited (Fixed Deposits Less than three months) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101010202020201,MMK,001,101010202020201,9,TRUE,D,N,A,Cash and balances with Myanma Apex Bank Ltd (Fixed Deposits less than three months) (MMK),Cash and balances with Myanma Apex Bank Ltd (Fixed Deposits less than three months) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101020100010101,MMK,001,101020100010101,9,TRUE,D,N,A,Account with CBM (Yangon) (MMK),Account with CBM (Yangon) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101020100020201,MMK,001,101020100020201,9,TRUE,D,N,A,Account with CBM (Mandalay) (MMK),Account with CBM (Mandalay) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101020100030301,MMK,001,101020100030301,9,TRUE,D,N,A,Account with CBM (Naypyitaw) (MMK),Account with CBM (Naypyitaw) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101020100040401,MMK,001,101020100040401,9,TRUE,D,N,A,Account with CBM (Debit Cap Allocation) (MMK),Account with CBM (Debit Cap Allocation) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101020100050502,USD,001,101020100050502,9,TRUE,D,N,A,A/C with CBM (Foreign Currency) (USD),A/C with CBM (Foreign Currency) (USD),,A,N,N,Y,N,N,N,,,,,0
001101020100050503,EUR,001,101020100050503,9,TRUE,D,N,A,A/C with CBM (Foreign Currency) (EUR),A/C with CBM (Foreign Currency) (EUR),,A,N,N,Y,N,N,N,,,,,0
001101020100050504,SGD,001,101020100050504,9,TRUE,D,N,A,A/C with CBM (Foreign Currency) (SGD),A/C with CBM (Foreign Currency) (SGD),,A,N,N,Y,N,N,N,,,,,0
001101030100010101,MMK,001,101030100010101,9,TRUE,D,N,A,Cash in Hand (MMK),Cash in Hand (MMK),,A,N,N,Y,N,N,N,,,,,0
001101030100010102,USD,001,101030100010102,9,TRUE,D,N,A,Cash in Hand (USD),Cash in Hand (USD),,A,N,N,Y,N,N,N,,,,,0
001101030100010103,EUR,001,101030100010103,9,TRUE,D,N,A,Cash in Hand (EUR),Cash in Hand (EUR),,A,N,N,Y,N,N,N,,,,,0
001101030100010104,SGD,001,101030100010104,9,TRUE,D,N,A,Cash in Hand (SGD),Cash in Hand (SGD),,A,N,N,Y,N,N,N,,,,,0
001101030100010106,THB,001,101030100010106,9,TRUE,D,N,A,Cash in Hand (THB),Cash in Hand (THB),,A,N,N,Y,N,N,N,,,,,0
001101040101010102,USD,001,101040101010102,9,TRUE,D,N,A,Cash and balances with UOB (USD),Cash and balances with UOB (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101010104,SGD,001,101040101010104,9,TRUE,D,N,A,Cash and balances with UOB (SGD),Cash and balances with UOB (SGD),,A,N,N,Y,N,N,N,,,,,0
001101040101020202,USD,001,101040101020202,9,TRUE,D,N,A,Cash and balances with MAY BANK MALAYAN (USD),Cash and balances with MAY BANK MALAYAN (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101030302,USD,001,101040101030302,9,TRUE,D,N,A,Cash and balances with KASIKORN(THAILAND) (USD),Cash and balances with KASIKORN(THAILAND) (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101040402,USD,001,101040101040402,9,TRUE,D,N,A,Cash and balances with KRUNG THAI BANK (GRD) (USD),Cash and balances with KRUNG THAI BANK (GRD) (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101050506,THB,001,101040101050506,9,TRUE,D,N,A,Cash and balances with KRUNG THAI BANK (THB),Cash and balances with KRUNG THAI BANK (THB),,A,N,N,Y,N,N,N,,,,,0
001101040101050502,USD,001,101040101050502,9,TRUE,D,N,A,Cash and balances with KRUNG THAI BANK (USD),Cash and balances with KRUNG THAI BANK (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101060604,SGD,001,101040101060604,9,TRUE,D,N,A,Cash and balances with OCBC SINGAPORE (SGD),Cash and balances with OCBC SINGAPORE (SGD),,A,N,N,Y,N,N,N,,,,,0
001101040101060602,USD,001,101040101060602,9,TRUE,D,N,A,Cash and balances with OCBC SINGAPORE (USD),Cash and balances with OCBC SINGAPORE (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101070704,SGD,001,101040101070704,9,TRUE,D,N,A,Cash and balances with OCBC (GR) (SGD),Cash and balances with OCBC (GR) (SGD),,A,N,N,Y,N,N,N,,,,,0
001101040101080802,USD,001,101040101080802,9,TRUE,D,N,A,Cash and balances with SHINHAN BANK (USD),Cash and balances with SHINHAN BANK (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101090902,USD,001,101040101090902,9,TRUE,D,N,A,Cash and balances with UNITED BANK OF INDIA (USD),Cash and balances with UNITED BANK OF INDIA (USD),,A,N,N,Y,N,N,N,,,,,0
001101040101101002,USD,001,101040101101002,9,TRUE,D,N,A,Cash and balances with BIDV (USD),Cash and balances with BIDV (USD),,A,N,N,Y,N,N,N,,,,,0
001101050100010101,MMK,001,101050100010101,9,TRUE,D,N,A,ATM Machine Cash A/C (MMK),ATM Machine Cash A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001101060100010101,MMK,001,101060100010101,9,TRUE,D,N,A,Cash In Transit A/C (MMK) (MMK),Cash In Transit A/C (MMK) (MMK),,A,N,N,Y,N,N,N,,,,,0
001101060100010102,USD,001,101060100010102,9,TRUE,D,N,A,Cash In Transit A/C (MMK) (USD),Cash In Transit A/C (MMK) (USD),,A,N,N,Y,N,N,N,,,,,0
001101070100010102,USD,001,101070100010102,9,TRUE,D,N,A,Cash in Hand (Money Changer) A/C (USD),Cash in Hand (Money Changer) A/C (USD),,A,N,N,Y,N,N,N,,,,,0
001101070100010103,EUR,001,101070100010103,9,TRUE,D,N,A,Cash in Hand (Money Changer) A/C (EUR),Cash in Hand (Money Changer) A/C (EUR),,A,N,N,Y,N,N,N,,,,,0
001101070100010104,SGD,001,101070100010104,9,TRUE,D,N,A,Cash in Hand (Money Changer) A/C (SGD),Cash in Hand (Money Changer) A/C (SGD),,A,N,N,Y,N,N,N,,,,,0
001101070100010106,THB,001,101070100010106,9,TRUE,D,N,A,Cash in Hand (Money Changer) A/C (THB),Cash in Hand (Money Changer) A/C (THB),,A,N,N,Y,N,N,N,,,,,0
001102010101010101,MMK,001,102010101010101,9,TRUE,D,N,A,Balances with Global Treasure Bank Limited (Fixed Deposits more than three months) (MMK),Balances with Global Treasure Bank Limited (Fixed Deposits more than three months) (MMK),,A,N,N,Y,N,N,N,,,,,0
001102010101020201,MMK,001,102010101020201,9,TRUE,D,N,A,Balances with Myanma Apex Bank Ltd (Fixed Deposits more than three months) (MMK),Balances with Myanma Apex Bank Ltd (Fixed Deposits more than three months) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101010101,MMK,001,103010101010101,9,TRUE,D,N,A,Loans to Myanmar Citizens Bank Ltd. (MMK),Loans to Myanmar Citizens Bank Ltd. (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101020201,MMK,001,103010101020201,9,TRUE,D,N,A,Loans to Myanmar Oriental Bank Ltd. (MMK),Loans to Myanmar Oriental Bank Ltd. (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101030301,MMK,001,103010101030301,9,TRUE,D,N,A,Loans to Small and Medium Enterprise Development Bank Ltd. (MMK),Loans to Small and Medium Enterprise Development Bank Ltd. (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101040401,MMK,001,103010101040401,9,TRUE,D,N,A,Loans to Global Treasure Bank Ltd (MMK),Loans to Global Treasure Bank Ltd (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101050501,MMK,001,103010101050501,9,TRUE,D,N,A,Loans toAsia Green Development Bank Ltd. (MMK),Loans toAsia Green Development Bank Ltd. (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101060601,MMK,001,103010101060601,9,TRUE,D,N,A,Loans to uab Bank Ltd (MMK),Loans to uab Bank Ltd (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101070701,MMK,001,103010101070701,9,TRUE,D,N,A,Loans to Myanma Apex Bank Ltd (MMK),Loans to Myanma Apex Bank Ltd (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101080802,USD,001,103010101080802,9,TRUE,D,N,A,Loans to Ayeyarwaddy Farmers Development Bank Ltd (USD),Loans to Ayeyarwaddy Farmers Development Bank Ltd (USD),,A,N,N,Y,N,N,N,,,,,0
001103010101080801,MMK,001,103010101080801,9,TRUE,D,N,A,Loans to Ayeyarwaddy Farmers Development Bank Ltd (MMK),Loans to Ayeyarwaddy Farmers Development Bank Ltd (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101090901,MMK,001,103010101090901,9,TRUE,D,N,A,Loans to Glory Farmer Development Bank Ltd (MMK),Loans to Glory Farmer Development Bank Ltd (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101101001,MMK,001,103010101101001,9,TRUE,D,N,A,Loans to Mineral Development Bank Ltd (MMK),Loans to Mineral Development Bank Ltd (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101111101,MMK,001,103010101111101,9,TRUE,D,N,A,Loans to Myanma Tourism Bank Ltd. (MMK),Loans to Myanma Tourism Bank Ltd. (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010101121201,MMK,001,103010101121201,9,TRUE,D,N,A,Loans to Shinhan Bank (MMK),Loans to Shinhan Bank (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010201010101,MMK,001,103010201010101,9,TRUE,D,N,A,Commercial Real Estate or Construction Loans to NFIs and Other Clients (Corporate) (MMK),Commercial Real Estate or Construction Loans to NFIs and Other Clients (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010201020201,MMK,001,103010201020201,9,TRUE,D,N,A,Other Commercial Loans to NFIs and Other Clients (Corporate) (MMK),Other Commercial Loans to NFIs and Other Clients (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010202010101,MMK,001,103010202010101,9,TRUE,D,N,A,Home Loan A/C (Corporate) (MMK),Home Loan A/C (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010203010101,MMK,001,103010203010101,9,TRUE,D,N,A,Credit Card Loan Settlement A/C (Corporate) (MMK),Credit Card Loan Settlement A/C (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010204010101,MMK,001,103010204010101,9,TRUE,D,N,A,Hire - Purchase Account (Corporate) (MMK),Hire - Purchase Account (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010205010101,MMK,001,103010205010101,9,TRUE,D,N,A,Trust Receipts A/C (Corporate) (MMK),Trust Receipts A/C (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010206010101,MMK,001,103010206010101,9,TRUE,D,N,A,Market Loan (Corporate) (MMK),Market Loan (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010301010101,MMK,001,103010301010101,9,TRUE,D,N,A,Commercial Real Estate or Construction Loans to NFIs and Other Clients (Individual) (MMK),Commercial Real Estate or Construction Loans to NFIs and Other Clients (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010301020201,MMK,001,103010301020201,9,TRUE,D,N,A,Other Commercial Loans to NFIs and Other Clients (Individual) (MMK),Other Commercial Loans to NFIs and Other Clients (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010302010101,MMK,001,103010302010101,9,TRUE,D,N,A,Staff Housing Loan (MMK),Staff Housing Loan (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010302020201,MMK,001,103010302020201,9,TRUE,D,N,A,Home Loan A/C (Individual) (MMK),Home Loan A/C (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010303010101,MMK,001,103010303010101,9,TRUE,D,N,A,Credit Card Loan Settlement A/C (individual) (MMK),Credit Card Loan Settlement A/C (individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010304010101,MMK,001,103010304010101,9,TRUE,D,N,A,Employee Loan A/C (MMK),Employee Loan A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010305010101,MMK,001,103010305010101,9,TRUE,D,N,A,Hire - Purchase Account (Individual) (MMK),Hire - Purchase Account (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010306010101,MMK,001,103010306010101,9,TRUE,D,N,A,Trust Receipt A/C (Individual) (MMK),Trust Receipt A/C (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010307010101,MMK,001,103010307010101,9,TRUE,D,N,A,Inter Bank Loan A/C (MMK),Inter Bank Loan A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001103010307020201,MMK,001,103010307020201,9,TRUE,D,N,A,Market Loan (Individual) (MMK),Market Loan (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103020000000001,MMK,001,103020000000001,9,TRUE,D,N,A,Market Loan (Individual) (MMK),Market Loan (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103020101010102,USD,001,103020101010102,9,TRUE,D,N,A,Trade and Services Finance A/C (USD),Trade and Services Finance A/C (USD),,A,N,N,Y,N,N,N,,,,,0
001103030101010101,MMK,001,103030101010101,9,TRUE,D,N,A,Overdraft to NFIs and Other Clients - Commercial Real Estate or Construction Loans (Corporate) (MMK),Overdraft to NFIs and Other Clients - Commercial Real Estate or Construction Loans (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103030101020201,MMK,001,103030101020201,9,TRUE,D,N,A,Overdraft to NFIs and Other Clients - Other Commercial Loans (Corporate) (MMK),Overdraft to NFIs and Other Clients - Other Commercial Loans (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103030102010101,MMK,001,103030102010101,9,TRUE,D,N,A,Overdraft A/C - Agent Hub (Corparate) (MMK),Overdraft A/C - Agent Hub (Corparate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103030201010101,MMK,001,103030201010101,9,TRUE,D,N,A,Overdraft to NFIs and Other Clients- Commercial Real Estate or Construction Loans (Individual)(MMK),Overdraft to NFIs and Other Clients- Commercial Real Estate or Construction Loans (Individual)(MMK),,A,N,N,Y,N,N,N,,,,,0
001103030201020201,MMK,001,103030201020201,9,TRUE,D,N,A,Overdraft to NFIs and Other Clients - Other Commercial Loans (Individual)(MMK),Overdraft to NFIs and Other Clients - Other Commercial Loans (Individual)(MMK),,A,N,N,Y,N,N,N,,,,,0
001103030202010101,MMK,001,103030202010101,9,TRUE,D,N,A,Overdraft A/C - Agent Hub (Individual) (MMK),Overdraft A/C - Agent Hub (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103040101010101,MMK,001,103040101010101,9,TRUE,D,N,A,Overdraft to Term Loans - NFIs and Other Clients - Commercial Real Estate or Construction Loans (Corporate) (MMK),Overdraft to Term Loans - NFIs and Other Clients - Commercial Real Estate or Construction Loans (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103040101020201,MMK,001,103040101020201,9,TRUE,D,N,A,Overdraft to Term Loans - NFIs and Other Clients - Other Commercial Loans (Corporate) (MMK),Overdraft to Term Loans - NFIs and Other Clients - Other Commercial Loans (Corporate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103040102010101,MMK,001,103040102010101,9,TRUE,D,N,A,Overdraft to Term Loan - Agent Hub (Corparate) (MMK),Overdraft to Term Loan - Agent Hub (Corparate) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103040201010101,MMK,001,103040201010101,9,TRUE,D,N,A,Overdraft to Term Loans - NFIs and Other Clients - Commercial Real Estate or Construction Loans (Individual) (MMK),Overdraft to Term Loans - NFIs and Other Clients - Commercial Real Estate or Construction Loans (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103040201020201,MMK,001,103040201020201,9,TRUE,D,N,A,Overdraft to Term Loans - NFIs and Other Clients - Other Commercial Loans (Individual) (MMK),Overdraft to Term Loans - NFIs and Other Clients - Other Commercial Loans (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001103040202010101,MMK,001,103040202010101,9,TRUE,D,N,A,Overdraft to Term Loan - Agent Hub (Individual) (MMK),Overdraft to Term Loan - Agent Hub (Individual) (MMK),,A,N,N,Y,N,N,N,,,,,0
001104010101010101,MMK,001,104010101010101,9,TRUE,D,N,A,Treasury Bills (MMK),Treasury Bills (MMK),,A,N,N,Y,N,N,N,,,,,0
001104010201010101,MMK,001,104010201010101,9,TRUE,D,N,A,Treasury Bonds (MMK),Treasury Bonds (MMK),,A,N,N,Y,N,N,N,,,,,0
001104010201020201,MMK,001,104010201020201,9,TRUE,D,N,A,Government Securities Auction (MMK),Government Securities Auction (MMK),,A,N,N,Y,N,N,N,,,,,0
001104020101010101,MMK,001,104020101010101,9,TRUE,D,N,A,Contribution on MPU Fund (MMK),Contribution on MPU Fund (MMK),,A,N,N,Y,N,N,N,,,,,0
001106010100010101,MMK,001,106010100010101,9,TRUE,D,N,A,Investment Property A/C : Land (MMK),Investment Property A/C : Land (MMK),,A,N,N,Y,N,N,N,,,,,0
001106020100010101,MMK,001,106020100010101,9,TRUE,D,N,A,Investment Property A/C : Building (MMK),Investment Property A/C : Building (MMK),,A,N,N,Y,N,N,N,,,,,0
001107010100010101,MMK,001,107010100010101,9,TRUE,D,N,A,Fixed Assets A/C-Land (MMK),Fixed Assets A/C-Land (MMK),,A,N,N,Y,N,N,N,,,,,0
001107020100010101,MMK,001,107020100010101,9,TRUE,D,N,A,Fixed Assets A/C-Building (MMK),Fixed Assets A/C-Building (MMK),,A,N,N,Y,N,N,N,,,,,0
001107030100010101,MMK,001,107030100010101,9,TRUE,D,N,A,"Fixed Assets A/C-Furniture, Fixture & Fitting A/C (MMK)","Fixed Assets A/C-Furniture, Fixture & Fitting A/C (MMK)",,A,N,N,Y,N,N,N,,,,,0
001107040100010101,MMK,001,107040100010101,9,TRUE,D,N,A,"Fixed Assets A/C-Off: Machine, Other Machine & Equipment A/C (MMK)","Fixed Assets A/C-Off: Machine, Other Machine & Equipment A/C (MMK)",,A,N,N,Y,N,N,N,,,,,0
001107050100010101,MMK,001,107050100010101,9,TRUE,D,N,A,Fixed Assets A/C-Motor Vehicles A/C (MMK),Fixed Assets A/C-Motor Vehicles A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001107060100010101,MMK,001,107060100010101,9,TRUE,D,N,A,"Fixed Assets A/C-Electrical Equipment, Accessories & Computer (MMK)","Fixed Assets A/C-Electrical Equipment, Accessories & Computer (MMK)",,A,N,N,Y,N,N,N,,,,,0
001107070100010101,MMK,001,107070100010101,9,TRUE,D,N,A,Fixed Assets A/C - Other Fixed Assets (MMK),Fixed Assets A/C - Other Fixed Assets (MMK),,A,N,N,Y,N,N,N,,,,,0
001108010100010101,MMK,001,108010100010101,9,TRUE,D,N,A,Fixed Assets A/C-Lease Hold Investment A/C (MMK),Fixed Assets A/C-Lease Hold Investment A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001109010100010101,MMK,001,109010100010101,9,TRUE,D,N,A,Software A/C (MMK),Software A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001109020100010101,MMK,001,109020100010101,9,TRUE,D,N,A,Other Intangible Assets A/C (MMK),Other Intangible Assets A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110010101010101,MMK,001,110010101010101,9,TRUE,D,N,A,Claims on Government (Deposit Auction) (MMK),Claims on Government (Deposit Auction) (MMK),,A,N,N,Y,N,N,N,,,,,0
001110010101020201,MMK,001,110010101020201,9,TRUE,D,N,A,Guarantee Deposit A/C - Claims on (CBM) Deposit (MMK),Guarantee Deposit A/C - Claims on (CBM) Deposit (MMK),,A,N,N,Y,N,N,N,,,,,0
001110010101020202,USD,001,110010101020202,9,TRUE,D,N,A,Guarantee Deposit A/C - Claims on (CBM) Deposit (USD),Guarantee Deposit A/C - Claims on (CBM) Deposit (USD),,A,N,N,Y,N,N,N,,,,,0
001110020101010101,MMK,001,110020101010101,9,TRUE,D,N,A,Accrued Income A/C-Interest on Deposit (MMK),Accrued Income A/C-Interest on Deposit (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020101020201,MMK,001,110020101020201,9,TRUE,D,N,A,Accrued Income A/C-Interest on Other Bank (MMK),Accrued Income A/C-Interest on Other Bank (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201010101,MMK,001,110020201010101,9,TRUE,D,N,A,Accrued Income A/C-Interest on Loans (MMK),Accrued Income A/C-Interest on Loans (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201020201,MMK,001,110020201020201,9,TRUE,D,N,A,Accrued Income A/C-Interest on Employee Loan (MMK),Accrued Income A/C-Interest on Employee Loan (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201030301,MMK,001,110020201030301,9,TRUE,D,N,A,Accrued Income - Rental Charges for Hire Purchases (MMK),Accrued Income - Rental Charges for Hire Purchases (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201040401,MMK,001,110020201040401,9,TRUE,D,N,A,Accrued Income - Service Charges on Loans & OD (MMK),Accrued Income - Service Charges on Loans & OD (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201050501,MMK,001,110020201050501,9,TRUE,D,N,A,Accrued Income - Default Fees (MMK),Accrued Income - Default Fees (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201060601,MMK,001,110020201060601,9,TRUE,D,N,A,Accrued Income A/C - Interest on Staff Housing Loan (MMK),Accrued Income A/C - Interest on Staff Housing Loan (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201070701,MMK,001,110020201070701,9,TRUE,D,N,A,Accrued Income A/C - Interest on Home Loan A/C (MMK),Accrued Income A/C - Interest on Home Loan A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201080801,MMK,001,110020201080801,9,TRUE,D,N,A,Accrued Income A/C - Interest on Market Loan (MMK),Accrued Income A/C - Interest on Market Loan (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020201090901,MMK,001,110020201090901,9,TRUE,D,N,A,Accrued Income A/C -Interest on Trust Receipt A/C (MMK),Accrued Income A/C -Interest on Trust Receipt A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020301010102,USD,001,110020301010102,9,TRUE,D,N,A,Accrued Income A/C-Commission on Trade and Services Financing A/C (USD),Accrued Income A/C-Commission on Trade and Services Financing A/C (USD),,A,N,N,Y,N,N,N,,,,,0
001110020401010101,MMK,001,110020401010101,9,TRUE,D,N,A,Accrued Income A/C-Interest on Overdrafts (MMK),Accrued Income A/C-Interest on Overdrafts (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020401020201,MMK,001,110020401020201,9,TRUE,D,N,A,Accrued Income A/C-Credit Card Interest (MMK),Accrued Income A/C-Credit Card Interest (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020401030301,MMK,001,110020401030301,9,TRUE,D,N,A,Accrued Income A/C - Interest on OD (Agent Hub) (MMK),Accrued Income A/C - Interest on OD (Agent Hub) (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020501010101,MMK,001,110020501010101,9,TRUE,D,N,A,Accrued Income A/C- Overdraft to Term Loans (MMK),Accrued Income A/C- Overdraft to Term Loans (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020601010101,MMK,001,110020601010101,9,TRUE,D,N,A,Accrued Income A/C-Interest on Government Securities (MMK),Accrued Income A/C-Interest on Government Securities (MMK),,A,N,N,Y,N,N,N,,,,,0
001110020601020201,MMK,001,110020601020201,9,TRUE,D,N,A,Accrued Income A/C - Interest on Other Securities (MMK),Accrued Income A/C - Interest on Other Securities (MMK),,A,N,N,Y,N,N,N,,,,,0
001110030100010101,MMK,001,110030100010101,9,TRUE,D,N,A,Debit Note Receivable A/C (MMK),Debit Note Receivable A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110040100010101,MMK,001,110040100010101,9,TRUE,D,N,A,Internal Drafts & Cheques Purchase A/C (MMK),Internal Drafts & Cheques Purchase A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110050101010101,MMK,001,110050101010101,9,TRUE,D,N,A,Accrued Income A/C-Service Charges for YBPC (MMK),Accrued Income A/C-Service Charges for YBPC (MMK),,A,N,N,Y,N,N,N,,,,,0
001110050101020201,MMK,001,110050101020201,9,TRUE,D,N,A,Accrued Income A/C-Commission on Agent Banking (MMK),Accrued Income A/C-Commission on Agent Banking (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100010101,MMK,001,110060100010101,9,TRUE,D,N,A,Suspense A/C Advance for Purchase of Stamp (MMK),Suspense A/C Advance for Purchase of Stamp (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100020202,USD,001,110060100020202,9,TRUE,D,N,A,Suspense A/C (Usance LC ) (USD),Suspense A/C (Usance LC ) (USD),,A,N,N,Y,N,N,N,,,,,0
001110060100030301,MMK,001,110060100030301,9,TRUE,D,N,A,Suspense A/C - (MPU Debit Card) (MMK),Suspense A/C - (MPU Debit Card) (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100040401,MMK,001,110060100040401,9,TRUE,D,N,A,Suspense A/C - (MPU Credit Card) (MMK),Suspense A/C - (MPU Credit Card) (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100050502,USD,001,110060100050502,9,TRUE,D,N,A,Suspense A/C (CUP) (USD),Suspense A/C (CUP) (USD),,A,N,N,Y,N,N,N,,,,,0
001110060100060601,MMK,001,110060100060601,9,TRUE,D,N,A,Suspense A/C (Netting Suspense GL) (MMK),Suspense A/C (Netting Suspense GL) (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100070701,MMK,001,110060100070701,9,TRUE,D,N,A,Suspense A/C - Advance Payment for HO Expenditures A/C (MMK),Suspense A/C - Advance Payment for HO Expenditures A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100080801,MMK,001,110060100080801,9,TRUE,D,N,A,Suspense A/C - Petty Cash A/C (MMK),Suspense A/C - Petty Cash A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100090901,MMK,001,110060100090901,9,TRUE,D,N,A,Suspense A/C - Advance From Travelling Expense A/C (MMK),Suspense A/C - Advance From Travelling Expense A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
001110060100101001,MMK,001,110060100101001,9,TRUE,D,N,A,Suspense A/C - Stationery and Printing A/C (MMK),Suspense A/C - Stationery and Printing A/C (MMK),,A,N,N,Y,N,N,N,,,,,0
