Database,Credit,Table,IFCGLs
302,INTEREST2,###1101003010001**,0
302,PAID_INTEREST2,###1101003010001**,0
302,INTEREST3,###1101003010001**,0
302,INTEREST4,###1101003010001**,0
302,PAID_INTEREST_S,###1101003010001**,0
311,INTEREST0,###1101003010001**,0
311,PAID_INTEREST0,###1101003010001**,0
311,INTEREST1,###1101003010001**,0
311,PAID_INTEREST1,###1101003010001**,0
311,INTEREST2,###1101003010001**,0
311,PAID_INTEREST2,###1101003010001**,0
311,INTEREST3,###1101003010001**,0
311,INTEREST4,###1101003010001**,0
311,PAID_INTEREST_S,###1101003010001**,0
312,INTEREST0,###1101003010001**,0
312,PAID_INTEREST0,###1101003010001**,0
312,INTEREST1,###1101003010001**,0
312,PAID_INTEREST1,###1101003010001**,0
312,INTEREST2,###1101003010001**,0
312,PAID_INTEREST2,###1101003010001**,0
312,INTEREST3,###1101003010001**,0
312,INTEREST4,###1101003010001**,0
312,PAID_INTEREST_S,###1101003010001**,0
315,INTEREST0,###1101003010001**,0
315,PAID_INTEREST0,###1101003010001**,0
315,INTEREST1,###1101003010001**,0
315,PAID_INTEREST1,###1101003010001**,0
315,INTEREST2,###1101003010001**,0
315,PAID_INTEREST2,###1101003010001**,0
315,INTEREST3,###1101003010001**,0
315,INTEREST4,###1101003010001**,0
315,PAID_INTEREST_S,###1101003010001**,0
321,INTEREST0,###1101003010001**,0
321,PAID_INTEREST0,###1101003010001**,0
321,INTEREST1,###1101003010001**,0
321,PAID_INTEREST1,###1101003010001**,0
321,INTEREST2,###1101003010001**,0
321,PAID_INTEREST2,###1101003010001**,0
321,INTEREST3,###1101003010001**,0
321,INTEREST4,###1101003010001**,0
321,PAID_INTEREST_S,###1101003010001**,0
322,INTEREST0,###1101003010001**,0
322,PAID_INTEREST0,###1101003010001**,0
322,INTEREST1,###1101003010001**,0
322,PAID_INTEREST1,###1101003010001**,0
322,INTEREST2,###1101003010001**,0
322,PAID_INTEREST2,###1101003010001**,0
322,INTEREST3,###1101003010001**,0
322,INTEREST4,###1101003010001**,0
322,PAID_INTEREST_S,###1101003010001**,0
323,INTEREST0,###1101003010001**,0
323,PAID_INTEREST0,###1101003010001**,0
323,INTEREST1,###1101003010001**,0
323,PAID_INTEREST1,###1101003010001**,0
323,INTEREST2,###1101003010001**,0
323,PAID_INTEREST2,###1101003010001**,0
323,INTEREST3,###1101003010001**,0
323,INTEREST4,###1101003010001**,0
323,PAID_INTEREST_S,###1101003010001**,0
331,INTEREST0,###1101003010001**,0
331,PAID_INTEREST0,###1101003010001**,0
331,INTEREST1,###1101003010001**,0
331,PAID_INTEREST1,###1101003010001**,0
331,INTEREST2,###1101003010001**,0
331,PAID_INTEREST2,###1101003010001**,0
331,INTEREST3,###1101003010001**,0
331,INTEREST4,###1101003010001**,0
331,PAID_INTEREST_S,###1101003010001**,0
341,INTEREST0,###1101003010001**,0
341,PAID_INTEREST0,###1101003010001**,0
341,INTEREST1,###1101003010001**,0
341,PAID_INTEREST1,###1101003010001**,0
341,INTEREST2,###1101003010001**,0
341,PAID_INTEREST2,###1101003010001**,0
341,INTEREST3,###1101003010001**,0
341,INTEREST4,###1101003010001**,0
341,PAID_INTEREST_S,###1101003010001**,0
351,INTEREST0,###1101003010001**,0
351,PAID_INTEREST0,###1101003010001**,0
351,INTEREST1,###1101003010001**,0
351,PAID_INTEREST1,###1101003010001**,0
351,INTEREST2,###1101003010001**,0
351,PAID_INTEREST2,###1101003010001**,0
351,INTEREST3,###1101003010001**,0
351,INTEREST4,###1101003010001**,0
351,PAID_INTEREST_S,###1101003010001**,0
361,INTEREST0,###1101003010001**,0
361,PAID_INTEREST0,###1101003010001**,0
361,INTEREST1,###1101003010001**,0
361,PAID_INTEREST1,###1101003010001**,0
361,INTEREST2,###1101003010001**,0
361,PAID_INTEREST2,###1101003010001**,0
361,INTEREST3,###1101003010001**,0
361,INTEREST4,###1101003010001**,0
361,PAID_INTEREST_S,###1101003010001**,0
371,INTEREST0,###1101003010001**,0
371,PAID_INTEREST0,###1101003010001**,0
371,INTEREST1,###1101003010001**,0
371,PAID_INTEREST1,###1101003010001**,0
371,INTEREST2,###1101003010001**,0
371,PAID_INTEREST2,###1101003010001**,0
371,INTEREST3,###1101003010001**,0
371,INTEREST4,###1101003010001**,0
371,PAID_INTEREST_S,###1101003010001**,0
381,INTEREST0,###1101003010001**,0
381,PAID_INTEREST0,###1101003010001**,0
381,INTEREST1,###1101003010001**,0
381,PAID_INTEREST1,###1101003010001**,0
381,INTEREST2,###1101003010001**,0
381,PAID_INTEREST2,###1101003010001**,0
381,INTEREST3,###1101003010001**,0
381,INTEREST4,###1101003010001**,0
381,PAID_INTEREST_S,###1101003010001**,0
391,INTEREST0,###1101003010001**,0
391,PAID_INTEREST0,###1101003010001**,0
391,INTEREST1,###1101003010001**,0
391,PAID_INTEREST1,###1101003010001**,0
391,INTEREST2,###1101003010001**,0
391,PAID_INTEREST2,###1101003010001**,0
391,INTEREST3,###1101003010001**,0
391,INTEREST4,###1101003010001**,0
391,PAID_INTEREST_S,###1101003010001**,0
232,PENALTY_PRIN0,###1101003010001**,0
232,PAID_PENALTY_PRIN0,###1101003010001**,0
232,PENALTY_PRIN1,###1101003010001**,0
232,PAID_PENALTY_PRIN1,###1101003010001**,0
232,PENALTY_PRIN2,###1101003010001**,0
232,PAID_PENALTY_PRIN2,###1101003010001**,0
232,PENALTY_PRIN3,###1101003010001**,0
232,PENALTY_PRIN4,###1101003010001**,0
232,PAID_PENALTY_PRIN_S,###1101003010001**,0
242,PENALTY_PRIN0,###1101003010001**,0
242,PAID_PENALTY_PRIN0,###1101003010001**,0
242,PENALTY_PRIN1,###1101003010001**,0
242,PAID_PENALTY_PRIN1,###1101003010001**,0
242,PENALTY_PRIN2,###1101003010001**,0
242,PAID_PENALTY_PRIN2,###1101003010001**,0
242,PENALTY_PRIN3,###1101003010001**,0
242,PENALTY_PRIN4,###1101003010001**,0
242,PAID_PENALTY_PRIN_S,###1101003010001**,0
252,PENALTY_PRIN0,###1101003010001**,0
252,PAID_PENALTY_PRIN0,###1101003010001**,0
252,PENALTY_PRIN1,###1101003010001**,0
252,PAID_PENALTY_PRIN1,###1101003010001**,0
252,PENALTY_PRIN2,###1101003010001**,0
252,PAID_PENALTY_PRIN2,###1101003010001**,0
252,PENALTY_PRIN3,###1101003010001**,0
252,PENALTY_PRIN4,###1101003010001**,0
252,PAID_PENALTY_PRIN_S,###1101003010001**,0
262,PENALTY_PRIN0,###1101003010001**,0
262,PAID_PENALTY_PRIN0,###1101003010001**,0
262,PENALTY_PRIN1,###1101003010001**,0
262,PAID_PENALTY_PRIN1,###1101003010001**,0
262,PENALTY_PRIN2,###1101003010001**,0
262,PAID_PENALTY_PRIN2,###1101003010001**,0
262,PENALTY_PRIN3,###1101003010001**,0
262,PENALTY_PRIN4,###1101003010001**,0
262,PAID_PENALTY_PRIN_S,###1101003010001**,0
272,PENALTY_PRIN0,###1101003010001**,0
272,PAID_PENALTY_PRIN0,###1101003010001**,0
272,PENALTY_PRIN1,###1101003010001**,0
272,PAID_PENALTY_PRIN1,###1101003010001**,0
272,PENALTY_PRIN2,###1101003010001**,0
272,PAID_PENALTY_PRIN2,###1101003010001**,0
272,PENALTY_PRIN3,###1101003010001**,0
272,PENALTY_PRIN4,###1101003010001**,0
272,PAID_PENALTY_PRIN_S,###1101003010001**,0
282,PENALTY_PRIN0,###1101003010001**,0
282,PAID_PENALTY_PRIN0,###1101003010001**,0
282,PENALTY_PRIN1,###1101003010001**,0
282,PAID_PENALTY_PRIN1,###1101003010001**,0
282,PENALTY_PRIN2,###1101003010001**,0
282,PAID_PENALTY_PRIN2,###1101003010001**,0
282,PENALTY_PRIN3,###1101003010001**,0
282,PENALTY_PRIN4,###1101003010001**,0
282,PAID_PENALTY_PRIN_S,###1101003010001**,0
292,PENALTY_PRIN0,###1101003010001**,0
292,PAID_PENALTY_PRIN0,###1101003010001**,0
292,PENALTY_PRIN1,###1101003010001**,0
292,PAID_PENALTY_PRIN1,###1101003010001**,0
292,PENALTY_PRIN2,###1101003010001**,0
292,PAID_PENALTY_PRIN2,###1101003010001**,0
292,PENALTY_PRIN3,###1101003010001**,0
292,PENALTY_PRIN4,###1101003010001**,0
292,PAID_PENALTY_PRIN_S,###1101003010001**,0
304,PENALTY_PRIN0,###1101003010001**,0
304,PAID_PENALTY_PRIN0,###1101003010001**,0
304,PENALTY_PRIN1,###1101003010001**,0
304,PAID_PENALTY_PRIN1,###1101003010001**,0
304,PENALTY_PRIN2,###1101003010001**,0
304,PAID_PENALTY_PRIN2,###1101003010001**,0
304,PENALTY_PRIN3,###1101003010001**,0
304,PENALTY_PRIN4,###1101003010001**,0
304,PAID_PENALTY_PRIN_S,###1101003010001**,0
314,PENALTY_PRIN0,###1101003010001**,0
314,PAID_PENALTY_PRIN0,###1101003010001**,0
314,PENALTY_PRIN1,###1101003010001**,0
314,PAID_PENALTY_PRIN1,###1101003010001**,0
314,PENALTY_PRIN2,###1101003010001**,0
314,PAID_PENALTY_PRIN2,###1101003010001**,0
314,PENALTY_PRIN3,###1101003010001**,0
314,PENALTY_PRIN4,###1101003010001**,0
314,PAID_PENALTY_PRIN_S,###1101003010001**,0
324,PENALTY_PRIN0,###1101003010001**,0
324,PAID_PENALTY_PRIN0,###1101003010001**,0
324,PENALTY_PRIN1,###1101003010001**,0
324,PAID_PENALTY_PRIN1,###1101003010001**,0
324,PENALTY_PRIN2,###1101003010001**,0
324,PAID_PENALTY_PRIN2,###1101003010001**,0
324,PENALTY_PRIN3,###1101003010001**,0
324,PENALTY_PRIN4,###1101003010001**,0
324,PAID_PENALTY_PRIN_S,###1101003010001**,0
332,PENALTY_PRIN0,###1101003010001**,0
332,PAID_PENALTY_PRIN0,###1101003010001**,0
332,PENALTY_PRIN1,###1101003010001**,0
332,PAID_PENALTY_PRIN1,###1101003010001**,0
332,PENALTY_PRIN2,###1101003010001**,0
332,PAID_PENALTY_PRIN2,###1101003010001**,0
332,PENALTY_PRIN3,###1101003010001**,0
332,PENALTY_PRIN4,###1101003010001**,0
332,PAID_PENALTY_PRIN_S,###1101003010001**,0
343,PENALTY_PRIN0,###1101003010001**,0
343,PAID_PENALTY_PRIN0,###1101003010001**,0
343,PENALTY_PRIN1,###1101003010001**,0
343,PAID_PENALTY_PRIN1,###1101003010001**,0
343,PENALTY_PRIN2,###1101003010001**,0
343,PAID_PENALTY_PRIN2,###1101003010001**,0
343,PENALTY_PRIN3,###1101003010001**,0
343,PENALTY_PRIN4,###1101003010001**,0
343,PAID_PENALTY_PRIN_S,###1101003010001**,0
353,PENALTY_PRIN0,###1101003010001**,0
353,PAID_PENALTY_PRIN0,###1101003010001**,0
353,PENALTY_PRIN1,###1101003010001**,0
353,PAID_PENALTY_PRIN1,###1101003010001**,0
353,PENALTY_PRIN2,###1101003010001**,0
353,PAID_PENALTY_PRIN2,###1101003010001**,0
353,PENALTY_PRIN3,###1101003010001**,0
353,PENALTY_PRIN4,###1101003010001**,0
353,PAID_PENALTY_PRIN_S,###1101003010001**,0
362,PENALTY_PRIN0,###1101003010001**,0
362,PAID_PENALTY_PRIN0,###1101003010001**,0
362,PENALTY_PRIN1,###1101003010001**,0
362,PAID_PENALTY_PRIN1,###1101003010001**,0
362,PENALTY_PRIN2,###1101003010001**,0
362,PAID_PENALTY_PRIN2,###1101003010001**,0
362,PENALTY_PRIN3,###1101003010001**,0
362,PENALTY_PRIN4,###1101003010001**,0
362,PAID_PENALTY_PRIN_S,###1101003010001**,0
382,PENALTY_PRIN0,###1101003010001**,0
382,PAID_PENALTY_PRIN0,###1101003010001**,0
382,PENALTY_PRIN1,###1101003010001**,0
382,PAID_PENALTY_PRIN1,###1101003010001**,0
382,PENALTY_PRIN2,###1101003010001**,0
382,PAID_PENALTY_PRIN2,###1101003010001**,0
382,PENALTY_PRIN3,###1101003010001**,0
382,PENALTY_PRIN4,###1101003010001**,0
382,PAID_PENALTY_PRIN_S,###1101003010001**,0
393,PENALTY_PRIN0,###1101003010001**,0
393,PAID_PENALTY_PRIN0,###1101003010001**,0
393,PENALTY_PRIN1,###1101003010001**,0
393,PAID_PENALTY_PRIN1,###1101003010001**,0
393,PENALTY_PRIN2,###1101003010001**,0
393,PAID_PENALTY_PRIN2,###1101003010001**,0
393,PENALTY_PRIN3,###1101003010001**,0
393,PENALTY_PRIN4,###1101003010001**,0
393,PAID_PENALTY_PRIN_S,###1101003010001**,0
233,PENALTY_INT1,###1101003010001**,0
233,PAID_PENALTY_INT1,###1101003010001**,0
233,PENALTY_INT0,###1101003010001**,0
233,PAID_PENALTY_INT0,###1101003010001**,0
233,PENALTY_INT2,###1101003010001**,0
233,PAID_PENALTY_INT2,###1101003010001**,0
233,PENALTY_INT3,###1101003010001**,0
233,PENALTY_INT4,###1101003010001**,0
233,PAID_PENALTY_INT_S,###1101003010001**,0
243,PENALTY_INT1,###1101003010001**,0
243,PAID_PENALTY_INT1,###1101003010001**,0
243,PENALTY_INT0,###1101003010001**,0
243,PAID_PENALTY_INT0,###1101003010001**,0
243,PENALTY_INT2,###1101003010001**,0
243,PAID_PENALTY_INT2,###1101003010001**,0
243,PENALTY_INT3,###1101003010001**,0
243,PENALTY_INT4,###1101003010001**,0
243,PAID_PENALTY_INT_S,###1101003010001**,0
253,PENALTY_INT1,###1101003010001**,0
253,PAID_PENALTY_INT1,###1101003010001**,0
253,PENALTY_INT0,###1101003010001**,0
253,PAID_PENALTY_INT0,###1101003010001**,0
253,PENALTY_INT2,###1101003010001**,0
253,PAID_PENALTY_INT2,###1101003010001**,0
253,PENALTY_INT3,###1101003010001**,0
253,PENALTY_INT4,###1101003010001**,0
253,PAID_PENALTY_INT_S,###1101003010001**,0
263,PENALTY_INT1,###1101003010001**,0
263,PAID_PENALTY_INT1,###1101003010001**,0
263,PENALTY_INT0,###1101003010001**,0
263,PAID_PENALTY_INT0,###1101003010001**,0
263,PENALTY_INT2,###1101003010001**,0
263,PAID_PENALTY_INT2,###1101003010001**,0
263,PENALTY_INT3,###1101003010001**,0
263,PENALTY_INT4,###1101003010001**,0
263,PAID_PENALTY_INT_S,###1101003010001**,0
273,PENALTY_INT1,###1101003010001**,0
273,PAID_PENALTY_INT1,###1101003010001**,0
273,PENALTY_INT0,###1101003010001**,0
273,PAID_PENALTY_INT0,###1101003010001**,0
273,PENALTY_INT2,###1101003010001**,0
273,PAID_PENALTY_INT2,###1101003010001**,0
273,PENALTY_INT3,###1101003010001**,0
273,PENALTY_INT4,###1101003010001**,0
273,PAID_PENALTY_INT_S,###1101003010001**,0
283,PENALTY_INT1,###1101003010001**,0
283,PAID_PENALTY_INT1,###1101003010001**,0
283,PENALTY_INT0,###1101003010001**,0
283,PAID_PENALTY_INT0,###1101003010001**,0
283,PENALTY_INT2,###1101003010001**,0
283,PAID_PENALTY_INT2,###1101003010001**,0
283,PENALTY_INT3,###1101003010001**,0
283,PENALTY_INT4,###1101003010001**,0
283,PAID_PENALTY_INT_S,###1101003010001**,0
303,PENALTY_INT1,###1101003010001**,0
303,PAID_PENALTY_INT1,###1101003010001**,0
303,PENALTY_INT0,###1101003010001**,0
303,PAID_PENALTY_INT0,###1101003010001**,0
303,PENALTY_INT2,###1101003010001**,0
303,PAID_PENALTY_INT2,###1101003010001**,0
303,PENALTY_INT3,###1101003010001**,0
303,PENALTY_INT4,###1101003010001**,0
303,PAID_PENALTY_INT_S,###1101003010001**,0
313,PENALTY_INT1,###1101003010001**,0
313,PAID_PENALTY_INT1,###1101003010001**,0
313,PENALTY_INT0,###1101003010001**,0
313,PAID_PENALTY_INT0,###1101003010001**,0
313,PENALTY_INT2,###1101003010001**,0
313,PAID_PENALTY_INT2,###1101003010001**,0
313,PENALTY_INT3,###1101003010001**,0
313,PENALTY_INT4,###1101003010001**,0
313,PAID_PENALTY_INT_S,###1101003010001**,0
342,PENALTY_INT1,###1101003010001**,0
342,PAID_PENALTY_INT1,###1101003010001**,0
342,PENALTY_INT0,###1101003010001**,0
342,PAID_PENALTY_INT0,###1101003010001**,0
342,PENALTY_INT2,###1101003010001**,0
342,PAID_PENALTY_INT2,###1101003010001**,0
342,PENALTY_INT3,###1101003010001**,0
342,PENALTY_INT4,###1101003010001**,0
342,PAID_PENALTY_INT_S,###1101003010001**,0
352,PENALTY_INT1,###1101003010001**,0
352,PAID_PENALTY_INT1,###1101003010001**,0
352,PENALTY_INT0,###1101003010001**,0
352,PAID_PENALTY_INT0,###1101003010001**,0
352,PENALTY_INT2,###1101003010001**,0
352,PAID_PENALTY_INT2,###1101003010001**,0
352,PENALTY_INT3,###1101003010001**,0
352,PENALTY_INT4,###1101003010001**,0
352,PAID_PENALTY_INT_S,###1101003010001**,0
363,PENALTY_INT1,###1101003010001**,0
363,PAID_PENALTY_INT1,###1101003010001**,0
363,PENALTY_INT0,###1101003010001**,0
363,PAID_PENALTY_INT0,###1101003010001**,0
363,PENALTY_INT2,###1101003010001**,0
363,PAID_PENALTY_INT2,###1101003010001**,0
363,PENALTY_INT3,###1101003010001**,0
363,PENALTY_INT4,###1101003010001**,0
363,PAID_PENALTY_INT_S,###1101003010001**,0
383,PENALTY_INT1,###1101003010001**,0
383,PAID_PENALTY_INT1,###1101003010001**,0
383,PENALTY_INT0,###1101003010001**,0
383,PAID_PENALTY_INT0,###1101003010001**,0
383,PENALTY_INT2,###1101003010001**,0
383,PAID_PENALTY_INT2,###1101003010001**,0
383,PENALTY_INT3,###1101003010001**,0
383,PENALTY_INT4,###1101003010001**,0
383,PAID_PENALTY_INT_S,###1101003010001**,0
392,PENALTY_INT1,###1101003010001**,0
392,PAID_PENALTY_INT1,###1101003010001**,0
392,PENALTY_INT0,###1101003010001**,0
392,PAID_PENALTY_INT0,###1101003010001**,0
392,PENALTY_INT2,###1101003010001**,0
392,PAID_PENALTY_INT2,###1101003010001**,0
392,PENALTY_INT3,###1101003010001**,0
392,PENALTY_INT4,###1101003010001**,0
392,PAID_PENALTY_INT_S,###1101003010001**,0
42,IFCC,###1101003010001**,0
372,PAID_PENALTY_PRIN_S,###1101003010001**,0
372,PAID_PENALTY_PRIN0,###1101003010001**,0
372,PAID_PENALTY_PRIN1,###1101003010001**,0
372,PAID_PENALTY_PRIN2,###1101003010001**,0
372,PENALTY_PRIN0,###1101003010001**,0
372,PENALTY_PRIN1,###1101003010001**,0
372,PENALTY_PRIN2,###1101003010001**,0
372,PENALTY_PRIN3,###1101003010001**,0
372,PENALTY_PRIN4,###1101003010001**,0
372,PAID_PENALTY_PRIN3,###1101003010001**,0
372,PAID_PENALTY_PRIN4,###1101003010001**,0
373,PAID_PENALTY_INT_S,###1101003010001**,0
373,PAID_PENALTY_INT0,###1101003010001**,0
373,PAID_PENALTY_INT1,###1101003010001**,0
373,PAID_PENALTY_INT2,###1101003010001**,0
373,PENALTY_INT0,###1101003010001**,0
373,PENALTY_INT1,###1101003010001**,0
373,PENALTY_INT2,###1101003010001**,0
373,PENALTY_INT3,###1101003010001**,0
373,PENALTY_INT4,###1101003010001**,0
373,PAID_PENALTY_INT3,###1101003010001**,0
373,PAID_PENALTY_INT4,###1101003010001**,0
231,INTEREST0,###1101003010001**,0
231,INTEREST1,###1101003010001**,0
231,INTEREST2,###1101003010001**,0
231,INTEREST3,###1101003010001**,0
231,INTEREST4,###1101003010001**,0
231,PAID_INTEREST_S,###1101003010001**,0
231,PAID_INTEREST0,###1101003010001**,0
231,PAID_INTEREST1,###1101003010001**,0
231,PAID_INTEREST2,###1101003010001**,0
231,PAID_INTEREST3,###1101003010001**,0
231,PAID_INTEREST4,###1101003010001**,0
40,IFCC,---1101003010001**,0
44,IFCC,---1101003010001**,0
65,IFCC,---1101003010001**,0
66,PAID_PENALTY_PRIN_S,###1101003010001**,0
66,PAID_PENALTY_PRIN0,###1101003010001**,0
67,IFCC,---1101003010001**,0
64,IFCC,###1101003010001**,0
261,INTEREST0,###1101003010001**,0
261,INTEREST1,###1101003010001**,0
261,INTEREST2,###1101003010001**,0
261,INTEREST3,###1101003010001**,0
261,INTEREST4,###1101003010001**,0
261,PAID_INTEREST_S,###1101003010001**,0
261,PAID_INTEREST0,###1101003010001**,0
261,PAID_INTEREST1,###1101003010001**,0
261,PAID_INTEREST2,###1101003010001**,0
68,INTEREST0,###1101003010001**,0
68,INTEREST1,###1101003010001**,0
68,INTEREST2,###1101003010001**,0
68,INTEREST3,###1101003010001**,0
68,INTEREST4,###1101003010001**,0
68,PAID_INTEREST_S,###1101003010001**,0
68,PAID_INTEREST0,###1101003010001**,0
68,PAID_INTEREST1,###1101003010001**,0
68,PAID_INTEREST2,###1101003010001**,0
68,PAID_INTEREST3,###1101003010001**,0
68,PAID_INTEREST4,###1101003010001**,0
69,INTEREST0,###1101003010001**,0
69,INTEREST1,###1101003010001**,0
69,INTEREST2,###1101003010001**,0
69,INTEREST3,###1101003010001**,0
69,INTEREST4,###1101003010001**,0
69,PAID_INTEREST_S,###1101003010001**,0
69,PAID_INTEREST0,###1101003010001**,0
69,PAID_INTEREST1,###1101003010001**,0
69,PAID_INTEREST2,###1101003010001**,0
74,INTEREST0,###1101003010001**,0
74,INTEREST1,###1101003010001**,0
74,INTEREST2,###1101003010001**,0
74,INTEREST3,###1101003010001**,0
74,INTEREST4,###1101003010001**,0
74,PAID_INTEREST_S,###1101003010001**,0
74,PAID_INTEREST0,###1101003010001**,0
74,PAID_INTEREST1,###1101003010001**,0
74,PAID_INTEREST2,###1101003010001**,0
74,PAID_INTEREST3,###1101003010001**,0
74,PAID_INTEREST4,###1101003010001**,0
75,INTEREST0,###1101003010001**,0
75,INTEREST1,###1101003010001**,0
75,INTEREST2,###1101003010001**,0
75,INTEREST3,###1101003010001**,0
75,INTEREST4,###1101003010001**,0
75,PAID_INTEREST_S,###1101003010001**,0
75,PAID_INTEREST0,###1101003010001**,0
75,PAID_INTEREST1,###1101003010001**,0
75,PAID_INTEREST2,###1101003010001**,0
75,PAID_INTEREST3,###1101003010001**,0
75,PAID_INTEREST4,###1101003010001**,0
78,INTEREST0,###1101003010001**,0
78,INTEREST1,###1101003010001**,0
78,INTEREST2,###1101003010001**,0
78,INTEREST3,###1101003010001**,0
78,INTEREST4,###1101003010001**,0
78,PAID_INTEREST_S,###1101003010001**,0
78,PAID_INTEREST0,###1101003010001**,0
78,PAID_INTEREST1,###1101003010001**,0
78,PAID_INTEREST2,###1101003010001**,0
78,PAID_INTEREST3,###1101003010001**,0
78,PAID_INTEREST4,###1101003010001**,0
81,PAID_PENALTY_INT_S,###1101003010001**,0
81,PAID_PENALTY_INT0,###1101003010001**,0
81,PAID_PENALTY_INT1,###1101003010001**,0
81,PAID_PENALTY_INT2,###1101003010001**,0
81,PENALTY_INT0,###1101003010001**,0
81,PENALTY_INT1,###1101003010001**,0
81,PENALTY_INT2,###1101003010001**,0
81,PENALTY_INT3,###1101003010001**,0
81,PENALTY_INT4,###1101003010001**,0
82,PAID_PENALTY_INT_S,###1101003010001**,0
82,PAID_PENALTY_INT0,###1101003010001**,0
82,PAID_PENALTY_INT1,###1101003010001**,0
82,PAID_PENALTY_INT2,###1101003010001**,0
82,PENALTY_INT0,###1101003010001**,0
82,PENALTY_INT1,###1101003010001**,0
82,PENALTY_INT2,###1101003010001**,0
82,PENALTY_INT3,###1101003010001**,0
82,PENALTY_INT4,###1101003010001**,0
80,INTEREST0,###1101003010001**,0
80,INTEREST1,###1101003010001**,0
80,INTEREST2,###1101003010001**,0
80,INTEREST3,###1101003010001**,0
80,INTEREST4,###1101003010001**,0
80,PAID_INTEREST_S,###1101003010001**,0
80,PAID_INTEREST0,###1101003010001**,0
80,PAID_INTEREST1,###1101003010001**,0
80,PAID_INTEREST2,###1101003010001**,0
80,PAID_INTEREST3,###1101003010001**,0
80,PAID_INTEREST4,###1101003010001**,0
