Database,Accounting,Table,AccountBalance,,,,,,,,,,,,,,,,,,,,
AccountNumber,BranchCode,CurrencyCode,Balance,DailyDebit,DailyCredit,WeeklyDebit,WeeklyCredit,MonthlyDebit,MonthlyCredit,QuarterlyDebit,QuarterlyCredit,HalfYearlyDebit,HalfYearlyCredit,YearlyDebit,YearlyCredit,WeekAverageBalance,MonthAverageBalance,QuarterAverageBalance,HalfYearAverageBalance,YearAverageBalance,CreatedOnUtc,UpdatedOnUtc,Id
004110101101000201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101000301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101000401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101000501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101000601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101000701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101000801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101000901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101001001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101001101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110101101001201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110101000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110201000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110301000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110401000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110501000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110601000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110701000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004110110801000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010101000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000202,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000402,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000502,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201000901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001302,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001402,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001502,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001602,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201001902,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201002001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201002101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201002201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004201010201002302,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010602,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101010901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101011901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012002,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012602,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101012901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101013001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010101013101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102030301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102040401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102050501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102060601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102070701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102080801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102090901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102101001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102111101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102121201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102131301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102141401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102151501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102161601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102171701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102181801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102191901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102202001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102212101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102222201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102232301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102242401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102252501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102262601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102272701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102282801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102292901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010102303001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201010901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201011901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201012901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010201013001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202010901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202011901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202012901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202010202013001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020101010102,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020101010103,004,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020101010104,004,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020101010106,004,THB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020101020001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020101030002,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020102010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020102010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020102010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020201010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020201010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020201010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020202010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203010901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203011001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203011101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202020203011201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030101010102,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030101010103,004,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030101010104,004,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030101010106,004,THB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030101010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030101010302,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030102010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030102010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030102010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030201010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030201010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030201010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030202010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203010901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203011001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203011101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004202030203011201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205010100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205020100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205020100000201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205020100000301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205020100000401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205020100000501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205020100000601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205030100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205040100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205040100000201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004205050100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000601,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000701,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100000901,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001001,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001301,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001401,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001501,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001602,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001702,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207010100001801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207020100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207030100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207030100000201,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207040100000101,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207050100000801,004,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207050100000802,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004207050100001502,004,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
