Database,Accounting,Table,AccountBalance,,,,,,,,,,,,,,,,,,,,
AccountNumber,BranchCode,CurrencyCode,Balance,DailyDebit,DailyCredit,WeeklyDebit,WeeklyCredit,MonthlyDebit,MonthlyCredit,QuarterlyDebit,QuarterlyCredit,HalfYearlyDebit,HalfYearlyCredit,YearlyDebit,YearlyCredit,WeekAverageBalance,MonthAverageBalance,QuarterAverageBalance,HalfYearAverageBalance,YearAverageBalance,CreatedOnUtc,UpdatedOnUtc,Id
005405040201000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405040201000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405040201000501,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405040201000601,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405040201000701,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405050100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405050100000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405050100000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405050100000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405050100000501,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405050100000601,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405050100000701,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405060100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405070100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405070100000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405070100000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405070100000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080101000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080101000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080101000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080101000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080101000501,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080201000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080201000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080301000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080301000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405080301000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405090100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405090100000102,005,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405100100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405110100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120101000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120101000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000501,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000601,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000701,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000801,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201000901,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201001001,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201001101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201001201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120201001301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120301000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120301000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120301000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120301000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120401000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000501,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000601,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000701,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005405120501000801,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005406010100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005501010100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005501010100000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005501010100000302,005,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005501010100000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005501010100000502,005,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005502010100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005601010100000101,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005601010100000201,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005601010100000301,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005601010100000401,005,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005601010100000502,005,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005602010100000102,005,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005602010100000103,005,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005602010100000104,005,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005602010100000105,005,JPY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005602010100000106,005,THB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010501,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010602,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010603,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010701,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010801,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010902,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010903,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101010904,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011001,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011103,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011104,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011302,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011303,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011304,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011501,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011601,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011702,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011801,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101011901,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012001,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012103,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012104,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012202,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012203,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012204,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012402,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012403,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012404,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012501,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012601,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010101012701,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010102010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010102010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010102010301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010102010401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010102010501,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010201010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010201010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010201010301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010201010401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010202010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101010202010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101020100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101020100000201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101020100000301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101020100000401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101020100000502,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101020100000503,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101020100000504,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101030100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101030100000102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101030100000103,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101030100000104,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101030100000106,006,THB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000104,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000202,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000302,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000402,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000506,006,THB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000502,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000604,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000602,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000704,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000802,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101000902,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101040101001002,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101050100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101060100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101060100000102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101070100000102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101070100000103,006,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101070100000104,006,SGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006101070100000106,006,THB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006102010101000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006102010101000201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010501,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010601,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010701,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010802,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010801,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101010901,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101011001,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101011101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010101011201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010201010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010201010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010202010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010203010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010204010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010205010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010206010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010301010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010301010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010302010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010302010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010303010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010304010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010305010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010306010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010307010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103010307010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103020000000001,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103020101010102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103030101010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103030101010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103030102010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103030202010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103040101010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103040101010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103040102010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103040201010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103040201010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006103040202010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006104010101000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006104010201000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006104010201000201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006104020101000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006106010100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006106020100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006107010100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006107020100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006107030100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006107040100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006107050100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006107060100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006107070100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006108010100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006109010100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006109020100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110010101000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110010101000201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020101000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020101000201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010501,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010601,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010701,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010801,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201010901,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020201011001,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020301000102,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020401010101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020401010201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020401010301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020501000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020601000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110020601000201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110030100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110040100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110050101000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110050101000201,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000202,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000301,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000401,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000502,006,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000601,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000701,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000801,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100000901,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100001001,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
006110060100001101,006,MMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
