Database,Accounting,Table,AccountBalance,,,,,,,,,,,,,,,,,,,,
AccountNumber,CurrencyCode,BranchCode,Balance,DailyDebit,DailyCredit,WeeklyDebit,WeeklyCredit,MonthlyDebit,MonthlyCredit,QuarterlyDebit,QuarterlyCredit,HalfYearlyDebit,HalfYearlyCredit,YearlyDebit,YearlyCredit,WeekAverageBalance,MonthAverageBalance,QuarterAverageBalance,HalfYearAverageBalance,YearAverageBalance,CreatedOnUtc,UpdatedOnUtc,Id
004303090100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100000502,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100000901,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001001,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004303090100001801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004304010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305020100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305030100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305040100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305040100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305050100000102,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305050100000202,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305050100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305050100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305050100000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305060100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305070100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305080100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305090101000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305090101000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100201000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100201000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100201000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100201000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100201000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100201000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100201000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100301000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100301000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100301000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100301000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100301000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100301000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100401000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100401000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100401000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100401000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100401000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004305100401000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020101000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020201000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020201000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020201000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020301000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020401000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020401000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401020401000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401030100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401040100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004401040100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402020100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402020100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402020100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402020100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402020100000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100000901,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100001001,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100001101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004402030100001201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004403010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100000901,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001001,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100001901,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100002001,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100002101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100002201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100002301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004404010100002401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405020100000901,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405030100000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040101000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040101000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040201000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040201000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040201000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040201000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040201000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040201000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405040201000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405050100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405050100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405050100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405050100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405050100000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405050100000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405050100000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405060100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405070100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405070100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405070100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405070100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080101000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080101000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080101000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080101000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080101000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080201000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080201000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080301000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080301000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405080301000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405090100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405090100000102,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405100100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405110100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120101000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120101000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201000901,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201001001,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201001101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201001201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120201001301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120301000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120301000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120301000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120301000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120401000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000501,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000601,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000701,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004405120501000801,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004406010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004501010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004501010100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004501010100000302,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004501010100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004501010100000502,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004502010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004601010100000101,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004601010100000201,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004601010100000301,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004601010100000401,MMK,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004601010100000502,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004602010100000102,USD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004602010100000103,EUR,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004602010100000104,SGD,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004602010100000105,JPY,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
004602010100000106,THB,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010101,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010201,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010301,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010401,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010501,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010602,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010603,EUR,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010701,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010801,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010902,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010903,EUR,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101010904,SGD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011001,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011101,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011102,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011103,EUR,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011104,SGD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011201,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011301,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011302,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011303,EUR,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011304,SGD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011401,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011501,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011601,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011702,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011801,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101011901,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012001,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012101,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012102,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012103,EUR,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012104,SGD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012201,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012202,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012203,EUR,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012204,SGD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012301,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012401,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012402,USD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012403,EUR,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012404,SGD,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012501,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012601,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010101012701,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010102010101,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010102010201,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010102010301,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010102010401,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010102010501,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
005101010201010101,MMK,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
