Database,Accounting,Table,AccountMapping,,,
MappingId,MappingTableName,AccountName,MappingType,CreatedOnUtc,UpdatedOnUtc,Id
004101010102010301,10101010201,,A,,,0
004101010102010401,10101010201,,A,,,0
004101010102010501,10101010201,,A,,,0
004101010201010101,10101020101,,A,,,0
004101010201010201,10101020101,,A,,,0
004101010201010301,10101020101,,A,,,0
004101010201010401,10101020101,,A,,,0
004101010202010101,10101020201,,A,,,0
004101010202010201,10101020201,,A,,,0
004101020100000101,10102010000,,A,,,0
004101020100000201,10102010000,,A,,,0
004101020100000301,10102010000,,A,,,0
004101020100000401,10102010000,,A,,,0
004101020100000502,10102010000,,A,,,0
004101020100000503,10102010000,,A,,,0
004101020100000504,10102010000,,A,,,0
004101030100000101,10103010000,,A,,,0
004101030100000102,10103010000,,A,,,0
004101030100000103,10103010000,,A,,,0
004101030100000104,10103010000,,A,,,0
004101030100000106,10103010000,,A,,,0
004101040101000102,10104010100,,A,,,0
004101040101000104,10104010100,,A,,,0
004101040101000202,10104010100,,A,,,0
004101040101000302,10104010100,,A,,,0
004101040101000402,10104010100,,A,,,0
004101040101000506,10104010100,,A,,,0
004101040101000502,10104010100,,A,,,0
004101040101000604,10104010100,,A,,,0
004101040101000602,10104010100,,A,,,0
004101040101000704,10104010100,,A,,,0
004101040101000802,10104010100,,A,,,0
004101040101000902,10104010100,,A,,,0
004101040101001002,10104010100,,A,,,0
004101050100000101,10105010000,,A,,,0
004101060100000101,10106010000,,A,,,0
004101060100000102,10106010000,,A,,,0
004101070100000102,10107010000,,A,,,0
004101070100000103,10107010000,,A,,,0
004101070100000104,10107010000,,A,,,0
004101070100000106,10107010000,,A,,,0
004102010101000101,10201010100,,A,,,0
004102010101000201,10201010100,,A,,,0
004103010101010101,10301010101,,A,,,0
004103010101010201,10301010101,,A,,,0
004103010101010301,10301010101,,A,,,0
004103010101010401,10301010101,,A,,,0
004103010101010501,10301010101,,A,,,0
004103010101010601,10301010101,,A,,,0
004103010101010701,10301010101,,A,,,0
004103010101010802,10301010101,,A,,,0
004103010101010801,10301010101,,A,,,0
004103010101010901,10301010101,,A,,,0
004103010101011001,10301010101,,A,,,0
004103010101011101,10301010101,,A,,,0
004103010101011201,10301010101,,A,,,0
004103010201010101,10301020101,,A,,,0
004103010201010201,10301020101,,A,,,0
004103010202010101,10301020201,,A,,,0
004103010203010101,10301020301,,A,,,0
004103010204010101,10301020401,,A,,,0
004103010205010101,10301020501,,A,,,0
004103010206010101,10301020601,,A,,,0
004103010301010101,10301030101,,A,,,0
004103010301010201,10301030101,,A,,,0
004103010302010101,10301030201,,A,,,0
004103010302010201,10301030201,,A,,,0
004103010303010101,10301030301,,A,,,0
004103010304010101,10301030401,,A,,,0
004103010305010101,10301030501,,A,,,0
004103010306010101,10301030601,,A,,,0
004103010307010101,10301030701,,A,,,0
004103010307010201,10301030701,,A,,,0
004103020000000001,10302000000,,A,,,0
004103020101010102,10302010101,,A,,,0
004103030101010101,10303010101,,A,,,0
004103030101010201,10303010101,,A,,,0
004103030102010101,10303010201,,A,,,0
004103030202010101,10303020201,,A,,,0
004103040101010101,10304010101,,A,,,0
004103040101010201,10304010101,,A,,,0
004103040102010101,10304010201,,A,,,0
004103040201010101,10304020101,,A,,,0
004103040201010201,10304020101,,A,,,0
004103040202010101,10304020201,,A,,,0
004104010101000101,10401010100,,A,,,0
004104010201000101,10401020100,,A,,,0
004104010201000201,10401020100,,A,,,0
004104020101000101,10402010100,,A,,,0
004106010100000101,10601010000,,A,,,0
004106020100000101,10602010000,,A,,,0
004107010100000101,10701010000,,A,,,0
004107020100000101,10702010000,,A,,,0
004107030100000101,10703010000,,A,,,0
004107040100000101,10704010000,,A,,,0
004107050100000101,10705010000,,A,,,0
004107060100000101,10706010000,,A,,,0
004107070100000101,10707010000,,A,,,0
004108010100000101,10801010000,,A,,,0
004109010100000101,10901010000,,A,,,0
004109020100000101,10902010000,,A,,,0
004110010101000101,11001010100,,A,,,0
004110010101000201,11001010100,,A,,,0
004110020101000101,11002010100,,A,,,0
004110020101000201,11002010100,,A,,,0
004110020201010101,11002020101,,A,,,0
004110020201010201,11002020101,,A,,,0
004110020201010301,11002020101,,A,,,0
004110020201010401,11002020101,,A,,,0
004110020201010501,11002020101,,A,,,0
004110020201010601,11002020101,,A,,,0
004110020201010701,11002020101,,A,,,0
004110020201010801,11002020101,,A,,,0
004110020201010901,11002020101,,A,,,0
004110020201011001,11002020101,,A,,,0
004110020301000102,11002030100,,A,,,0
004110020401010101,11002040101,,A,,,0
004110020401010201,11002040101,,A,,,0
004110020401010301,11002040101,,A,,,0
004110020501000101,11002050100,,A,,,0
004110020601000101,11002060100,,A,,,0
004110020601000201,11002060100,,A,,,0
004110030100000101,11003010000,,A,,,0
004110040100000101,11004010000,,A,,,0
004110050101000101,11005010100,,A,,,0
004110050101000201,11005010100,,A,,,0
004110060100000101,11006010000,,A,,,0
004110060100000202,11006010000,,A,,,0
004110060100000301,11006010000,,A,,,0
004110060100000401,11006010000,,A,,,0
004110060100000502,11006010000,,A,,,0
004110060100000601,11006010000,,A,,,0
004110060100000701,11006010000,,A,,,0
004110060100000801,11006010000,,A,,,0
004110060100000901,11006010000,,A,,,0
004110060100001001,11006010000,,A,,,0
004110060100001101,11006010000,,A,,,0
004110060100001201,11006010000,,A,,,0
004110060100001202,11006010000,,A,,,0
004110060100001302,11006010000,,A,,,0
004110060100001402,11006010000,,A,,,0
004110060100001501,11006010000,,A,,,0
004110060100001601,11006010000,,A,,,0
004110060100001701,11006010000,,A,,,0
004110060100001801,11006010000,,A,,,0
004110060100001901,11006010000,,A,,,0
004110060100002001,11006010000,,A,,,0
004110060100002101,11006010000,,A,,,0
004110070100000101,11007010000,,A,,,0
004110070100000201,11007010000,,A,,,0
004110070100000301,11007010000,,A,,,0
004110070100000401,11007010000,,A,,,0
004110070100000501,11007010000,,A,,,0
004110070100000601,11007010000,,A,,,0
004110080100000101,11008010000,,A,,,0
004110090100000101,11009010000,,A,,,0
004110100100000001,11010010000,,A,,,0
004110100101000101,11010010100,,A,,,0
004110100101000201,11010010100,,A,,,0
004110100101000301,11010010100,,A,,,0
004110100101000401,11010010100,,A,,,0
004110100101000501,11010010100,,A,,,0
004110100101000601,11010010100,,A,,,0
004110100101000701,11010010100,,A,,,0
004110100101000801,11010010100,,A,,,0
004110100101000901,11010010100,,A,,,0
004110100101001001,11010010100,,A,,,0
004110100101001101,11010010100,,A,,,0
004110100101001201,11010010100,,A,,,0
004110100101001301,11010010100,,A,,,0
004110100201000101,11010020100,,A,,,0
004110100201000201,11010020100,,A,,,0
004110100201000301,11010020100,,A,,,0
004110100201000401,11010020100,,A,,,0
004110100301000101,11010030100,,A,,,0
004110100301000201,11010030100,,A,,,0
004110100301000301,11010030100,,A,,,0
004110100301000401,11010030100,,A,,,0
004110100301000501,11010030100,,A,,,0
004110100301000601,11010030100,,A,,,0
004110100301000701,11010030100,,A,,,0
004110100301000801,11010030100,,A,,,0
004110100301000901,11010030100,,A,,,0
004110100301001001,11010030100,,A,,,0
004110100301001101,11010030100,,A,,,0
004110100301001201,11010030100,,A,,,0
004110100301001301,11010030100,,A,,,0
004110100401000101,11010040100,,A,,,0
004110100401000201,11010040100,,A,,,0
004110100401000301,11010040100,,A,,,0
004110100401000401,11010040100,,A,,,0
004110100401000501,11010040100,,A,,,0
004110100401000601,11010040100,,A,,,0
004110100401000701,11010040100,,A,,,0
004110100401000801,11010040100,,A,,,0
004110100401000901,11010040100,,A,,,0
004110100401001001,11010040100,,A,,,0
004110100501000101,11010050100,,A,,,0
004110100501000201,11010050100,,A,,,0
004110100501000301,11010050100,,A,,,0
004110100501000401,11010050100,,A,,,0
004110100501000501,11010050100,,A,,,0
004110100501000601,11010050100,,A,,,0
004110100501000701,11010050100,,A,,,0
004110100501000801,11010050100,,A,,,0
004110100501000901,11010050100,,A,,,0
004110100501001001,11010050100,,A,,,0
004110100601000101,11010060100,,A,,,0
004110100601000201,11010060100,,A,,,0
004110100601000301,11010060100,,A,,,0
004110100601000401,11010060100,,A,,,0
004110100601000501,11010060100,,A,,,0
004110100601000601,11010060100,,A,,,0
004110100601000701,11010060100,,A,,,0
004110100601000801,11010060100,,A,,,0
004110100601000901,11010060100,,A,,,0
004110100601001001,11010060100,,A,,,0
004110100601001101,11010060100,,A,,,0
004110100601001201,11010060100,,A,,,0
004110100601001301,11010060100,,A,,,0
004110100601001401,11010060100,,A,,,0
004110100701000101,11010070100,,A,,,0
004110100701000201,11010070100,,A,,,0
004110100701000301,11010070100,,A,,,0
004110100701000401,11010070100,,A,,,0
004110100701000501,11010070100,,A,,,0
004110100701000601,11010070100,,A,,,0
004110100701000701,11010070100,,A,,,0
004110100701000801,11010070100,,A,,,0
004110100701000901,11010070100,,A,,,0
004110100701001001,11010070100,,A,,,0
004110100701001101,11010070100,,A,,,0
004110100701001201,11010070100,,A,,,0
004110100701001301,11010070100,,A,,,0
004110100701001401,11010070100,,A,,,0
004110100801000101,11010080100,,A,,,0
004110100801000201,11010080100,,A,,,0
004110100801000301,11010080100,,A,,,0
004110100801000401,11010080100,,A,,,0
004110100801000501,11010080100,,A,,,0
004110100801000601,11010080100,,A,,,0
004110100801000701,11010080100,,A,,,0
004110100801000801,11010080100,,A,,,0
004110100801000901,11010080100,,A,,,0
004110100801001001,11010080100,,A,,,0
004110100801001101,11010080100,,A,,,0
004110100801001201,11010080100,,A,,,0
004110100801001301,11010080100,,A,,,0
004110100901000101,11010090100,,A,,,0
004110100901000201,11010090100,,A,,,0
004110100901000301,11010090100,,A,,,0
004110100901000401,11010090100,,A,,,0
004110100901000501,11010090100,,A,,,0
004110100901000601,11010090100,,A,,,0
004110100901000701,11010090100,,A,,,0
004110100901000801,11010090100,,A,,,0
004110100901000901,11010090100,,A,,,0
004110100901001001,11010090100,,A,,,0
004110101001000101,11010100100,,A,,,0
004110101001000201,11010100100,,A,,,0
004110101001000301,11010100100,,A,,,0
004110101001000401,11010100100,,A,,,0
004110101001000501,11010100100,,A,,,0
004110101001000601,11010100100,,A,,,0
004110101001000701,11010100100,,A,,,0
004110101001000801,11010100100,,A,,,0
004110101001000901,11010100100,,A,,,0
004110101001001001,11010100100,,A,,,0
004110101001001101,11010100100,,A,,,0
004110101101000101,11010110100,,A,,,0
004110101101000201,11010110100,,A,,,0
004110101101000301,11010110100,,A,,,0
004110101101000401,11010110100,,A,,,0
004110101101000501,11010110100,,A,,,0
004110101101000601,11010110100,,A,,,0
004110101101000701,11010110100,,A,,,0
004110101101000801,11010110100,,A,,,0
004110101101000901,11010110100,,A,,,0
004110101101001001,11010110100,,A,,,0
004110101101001101,11010110100,,A,,,0
004110101101001201,11010110100,,A,,,0
004110110101000101,11011010100,,A,,,0
004110110201000101,11011020100,,A,,,0
004110110301000101,11011030100,,A,,,0
004110110401000101,11011040100,,A,,,0
004110110501000101,11011050100,,A,,,0
004110110601000101,11011060100,,A,,,0
004110110701000101,11011070100,,A,,,0
004110110801000101,11011080100,,A,,,0
004201010101000101,20101010100,,A,,,0
004201010201000101,20101020100,,A,,,0
004201010201000202,20101020100,,A,,,0
004201010201000301,20101020100,,A,,,0
004201010201000401,20101020100,,A,,,0
004201010201000402,20101020100,,A,,,0
004201010201000502,20101020100,,A,,,0
004201010201000601,20101020100,,A,,,0
004201010201000701,20101020100,,A,,,0
004201010201000801,20101020100,,A,,,0
004201010201000901,20101020100,,A,,,0
004201010201001001,20101020100,,A,,,0
004201010201001101,20101020100,,A,,,0
004201010201001201,20101020100,,A,,,0
004201010201001301,20101020100,,A,,,0
004201010201001302,20101020100,,A,,,0
004201010201001401,20101020100,,A,,,0
004201010201001402,20101020100,,A,,,0
004201010201001501,20101020100,,A,,,0
004201010201001502,20101020100,,A,,,0
004201010201001601,20101020100,,A,,,0
004201010201001602,20101020100,,A,,,0
004201010201001701,20101020100,,A,,,0
004201010201001801,20101020100,,A,,,0
004201010201001901,20101020100,,A,,,0
004201010201001902,20101020100,,A,,,0
004201010201002001,20101020100,,A,,,0
004201010201002101,20101020100,,A,,,0
004201010201002201,20101020100,,A,,,0
004201010201002302,20101020100,,A,,,0
004202010101010101,20201010101,,A,,,0
004202010101010201,20201010101,,A,,,0
004202010101010301,20201010101,,A,,,0
004202010101010401,20201010101,,A,,,0
004202010101010501,20201010101,,A,,,0
004202010101010601,20201010101,,A,,,0
004202010101010602,20201010101,,A,,,0
004202010101010701,20201010101,,A,,,0
004202010101010801,20201010101,,A,,,0
004202010101010901,20201010101,,A,,,0
004202010101011001,20201010101,,A,,,0
004202010101011101,20201010101,,A,,,0
004202010101011201,20201010101,,A,,,0
004202010101011301,20201010101,,A,,,0
004202010101011401,20201010101,,A,,,0
004202010101011501,20201010101,,A,,,0
004202010101011601,20201010101,,A,,,0
004202010101011701,20201010101,,A,,,0
004202010101011801,20201010101,,A,,,0
004202010101011901,20201010101,,A,,,0
004202010101012001,20201010101,,A,,,0
004202010101012002,20201010101,,A,,,0
004202010101012101,20201010101,,A,,,0
004202010101012201,20201010101,,A,,,0
004202010101012301,20201010101,,A,,,0
004202010101012401,20201010101,,A,,,0
004202010101012501,20201010101,,A,,,0
004202010101012601,20201010101,,A,,,0
004202010101012602,20201010101,,A,,,0
004202010101012701,20201010101,,A,,,0
004202010101012801,20201010101,,A,,,0
004202010101012901,20201010101,,A,,,0
004202010101013001,20201010101,,A,,,0
004202010101013101,20201010101,,A,,,0
004202010102010101,20201010201,,A,,,0
004202010102010201,20201010201,,A,,,0
004202010102030301,20201010203,,A,,,0
004202010102040401,20201010204,,A,,,0
004202010102050501,20201010205,,A,,,0
004202010102060601,20201010206,,A,,,0
004202010102070701,20201010207,,A,,,0
004202010102080801,20201010208,,A,,,0
004202010102090901,20201010209,,A,,,0
004202010102101001,20201010210,,A,,,0
004202010102111101,20201010211,,A,,,0
004202010102121201,20201010212,,A,,,0
004202010102131301,20201010213,,A,,,0
004202010102141401,20201010214,,A,,,0
004202010102151501,20201010215,,A,,,0
004202010102161601,20201010216,,A,,,0
004202010102171701,20201010217,,A,,,0
004202010102181801,20201010218,,A,,,0
004202010102191901,20201010219,,A,,,0
004202010102202001,20201010220,,A,,,0
004202010102212101,20201010221,,A,,,0
004202010102222201,20201010222,,A,,,0
004202010102232301,20201010223,,A,,,0
004202010102242401,20201010224,,A,,,0
004202010102252501,20201010225,,A,,,0
004202010102262601,20201010226,,A,,,0
004202010102272701,20201010227,,A,,,0
004202010102282801,20201010228,,A,,,0
004202010102292901,20201010229,,A,,,0
004202010102303001,20201010230,,A,,,0
004202010201010101,20201020101,,A,,,0
004202010201010201,20201020101,,A,,,0
004202010201010301,20201020101,,A,,,0
004202010201010401,20201020101,,A,,,0
004202010201010501,20201020101,,A,,,0
004202010201010601,20201020101,,A,,,0
004202010201010701,20201020101,,A,,,0
004202010201010801,20201020101,,A,,,0
004202010201010901,20201020101,,A,,,0
004202010201011001,20201020101,,A,,,0
004202010201011101,20201020101,,A,,,0
004202010201011201,20201020101,,A,,,0
004202010201011301,20201020101,,A,,,0
004202010201011401,20201020101,,A,,,0
004202010201011501,20201020101,,A,,,0
004202010201011601,20201020101,,A,,,0
004202010201011701,20201020101,,A,,,0
004202010201011801,20201020101,,A,,,0
004202010201011901,20201020101,,A,,,0
004202010201012001,20201020101,,A,,,0
004202010201012101,20201020101,,A,,,0
004202010201012201,20201020101,,A,,,0
004202010201012301,20201020101,,A,,,0
004202010201012401,20201020101,,A,,,0
004202010201012501,20201020101,,A,,,0
004202010201012601,20201020101,,A,,,0
004202010201012701,20201020101,,A,,,0
004202010201012801,20201020101,,A,,,0
004202010201012901,20201020101,,A,,,0
004202010201013001,20201020101,,A,,,0
004202010202010101,20201020201,,A,,,0
004202010202010201,20201020201,,A,,,0
004202010202010301,20201020201,,A,,,0
004202010202010401,20201020201,,A,,,0
004202010202010501,20201020201,,A,,,0
004202010202010601,20201020201,,A,,,0
004202010202010701,20201020201,,A,,,0
004202010202010801,20201020201,,A,,,0
004202010202010901,20201020201,,A,,,0
004202010202011001,20201020201,,A,,,0
004202010202011101,20201020201,,A,,,0
004202010202011201,20201020201,,A,,,0
004202010202011301,20201020201,,A,,,0
004202010202011401,20201020201,,A,,,0
004202010202011501,20201020201,,A,,,0
004202010202011601,20201020201,,A,,,0
004202010202011701,20201020201,,A,,,0
004202010202011801,20201020201,,A,,,0
004202010202011901,20201020201,,A,,,0
004202010202012001,20201020201,,A,,,0
004202010202012101,20201020201,,A,,,0
004202010202012201,20201020201,,A,,,0
004202010202012301,20201020201,,A,,,0
004202010202012401,20201020201,,A,,,0
004202010202012501,20201020201,,A,,,0
004202010202012601,20201020201,,A,,,0
004202010202012701,20201020201,,A,,,0
004202010202012801,20201020201,,A,,,0
004202010202012901,20201020201,,A,,,0
004202010202013001,20201020201,,A,,,0
004202020101010102,20202010101,,A,,,0
004202020101010103,20202010101,,A,,,0
004202020101010104,20202010101,,A,,,0
004202020101010106,20202010101,,A,,,0
004202020101020001,20202010102,,A,,,0
004202020101030002,20202010103,,A,,,0
004202020102010101,20202010201,,A,,,0
004202020102010201,20202010201,,A,,,0
004202020102010301,20202010201,,A,,,0
004202020201010101,20202020101,,A,,,0
004202020201010201,20202020101,,A,,,0
004202020201010301,20202020101,,A,,,0
004202020202010101,20202020201,,A,,,0
004202020203010101,20202020301,,A,,,0
004202020203010201,20202020301,,A,,,0
004202020203010301,20202020301,,A,,,0
004202020203010401,20202020301,,A,,,0
004202020203010501,20202020301,,A,,,0
004202020203010601,20202020301,,A,,,0
004202020203010701,20202020301,,A,,,0
004202020203010801,20202020301,,A,,,0
004202020203010901,20202020301,,A,,,0
004202020203011001,20202020301,,A,,,0
004202020203011101,20202020301,,A,,,0
004202020203011201,20202020301,,A,,,0
004202030101010102,20203010101,,A,,,0
004202030101010103,20203010101,,A,,,0
004202030101010104,20203010101,,A,,,0
004202030101010106,20203010101,,A,,,0
004202030101010201,20203010101,,A,,,0
004202030101010302,20203010101,,A,,,0
004202030102010101,20203010201,,A,,,0
004202030102010201,20203010201,,A,,,0
004202030102010301,20203010201,,A,,,0
004202030201010101,20203020101,,A,,,0
004202030201010201,20203020101,,A,,,0
004202030201010301,20203020101,,A,,,0
004202030202010101,20203020201,,A,,,0
004202030203010101,20203020301,,A,,,0
004202030203010201,20203020301,,A,,,0
004202030203010301,20203020301,,A,,,0
004202030203010401,20203020301,,A,,,0
004202030203010501,20203020301,,A,,,0
004202030203010601,20203020301,,A,,,0
004202030203010701,20203020301,,A,,,0
004202030203010801,20203020301,,A,,,0
004202030203010901,20203020301,,A,,,0
004202030203011001,20203020301,,A,,,0
004202030203011101,20203020301,,A,,,0
004202030203011201,20203020301,,A,,,0
004205010100000101,20501010000,,A,,,0
004205020100000101,20502010000,,A,,,0
004205020100000201,20502010000,,A,,,0
004205020100000301,20502010000,,A,,,0
004205020100000401,20502010000,,A,,,0
004205020100000501,20502010000,,A,,,0
004205020100000601,20502010000,,A,,,0
004205030100000101,20503010000,,A,,,0
004205040100000101,20504010000,,A,,,0
004205040100000201,20504010000,,A,,,0
004205050100000101,20505010000,,A,,,0
004207010100000101,20701010000,,A,,,0
004207010100000201,20701010000,,A,,,0
004207010100000301,20701010000,,A,,,0
004207010100000401,20701010000,,A,,,0
004207010100000501,20701010000,,A,,,0
004207010100000601,20701010000,,A,,,0
004207010100000701,20701010000,,A,,,0
004207010100000801,20701010000,,A,,,0
004207010100000901,20701010000,,A,,,0
004207010100001001,20701010000,,A,,,0
004207010100001101,20701010000,,A,,,0
004207010100001201,20701010000,,A,,,0
004207010100001301,20701010000,,A,,,0
004207010100001401,20701010000,,A,,,0
004207010100001501,20701010000,,A,,,0
004207010100001602,20701010000,,A,,,0
004207010100001702,20701010000,,A,,,0
004207010100001801,20701010000,,A,,,0
004207020100000101,20702010000,,A,,,0
004207030100000101,20703010000,,A,,,0
004207030100000201,20703010000,,A,,,0
004207040100000101,20704010000,,A,,,0
004207050100000801,20705010000,,A,,,0
004207050100000802,20705010000,,A,,,0
004207050100001502,20705010000,,A,,,0
004207050100001802,20705010000,,A,,,0
004207050100002302,20705010000,,A,,,0
004207060100000101,20706010000,,A,,,0
004207060100000201,20706010000,,A,,,0
004207060100000301,20706010000,,A,,,0
004207060100000401,20706010000,,A,,,0
004207060100000501,20706010000,,A,,,0
004207060100000601,20706010000,,A,,,0
004207070100000101,20707010000,,A,,,0
004207080100000101,20708010000,,A,,,0
004207080100000201,20708010000,,A,,,0
004207080100000301,20708010000,,A,,,0
004207090100000101,20709010000,,A,,,0
004207100100000101,20710010000,,A,,,0
004207100100000201,20710010000,,A,,,0
004207110100000101,20711010000,,A,,,0
004207120101000101,20712010100,,A,,,0
004207120101000201,20712010100,,A,,,0
004207120101000301,20712010100,,A,,,0
004207120201000101,20712020100,,A,,,0
004207120301000101,20712030100,,A,,,0
004207120501000102,20712050100,,A,,,0
004207120501000202,20712050100,,A,,,0
004207120501000302,20712050100,,A,,,0
004207120501000402,20712050100,,A,,,0
004207120501000502,20712050100,,A,,,0
004207120601000102,20712060100,,A,,,0
004207120601000202,20712060100,,A,,,0
004207120701000101,20712070100,,A,,,0
004207120701000201,20712070100,,A,,,0
004207120701000301,20712070100,,A,,,0
004207120701000401,20712070100,,A,,,0
004207120701000501,20712070100,,A,,,0
004207120701000601,20712070100,,A,,,0
004207120801000101,20712080100,,A,,,0
004208010100000101,20801010000,,A,,,0
004208010100000202,20801010000,,A,,,0
004208010100000203,20801010000,,A,,,0
004208010100000204,20801010000,,A,,,0
004209010100000101,20901010000,,A,,,0
004209010100000201,20901010000,,A,,,0
004209010100000302,20901010000,,A,,,0
004210010100000101,21001010000,,A,,,0
004210020100000101,21002010000,,A,,,0
004210030100000101,21003010000,,A,,,0
004210030100000201,21003010000,,A,,,0
004210030100000301,21003010000,,A,,,0
004301010100000101,30101010000,,A,,,0
004301020101010101,30102010101,,A,,,0
004301020102010102,30102010201,,A,,,0
004301030101010101,30103010101,,A,,,0
004301030101010201,30103010101,,A,,,0
004301030101010301,30103010101,,A,,,0
004301030102010101,30103010201,,A,,,0
004301030102010201,30103010201,,A,,,0
004301030103010101,30103010301,,A,,,0
004301030104010001,30103010401,,A,,,0
004301030105010101,30103010501,,A,,,0
004301030106010101,30103010601,,A,,,0
004301030107010101,30103010701,,A,,,0
004301040100000102,30104010000,,A,,,0
004301050100000101,30105010000,,A,,,0
004301050100000201,30105010000,,A,,,0
004301060101010101,30106010101,,A,,,0
004301060101010201,30106010101,,A,,,0
004301060101010301,30106010101,,A,,,0
004301060102010101,30106010201,,A,,,0
004301070101010101,30107010101,,A,,,0
004301070101010201,30107010101,,A,,,0
004301070101010301,30107010101,,A,,,0
004301070102010101,30107010201,,A,,,0
004301080101000101,30108010100,,A,,,0
004301080101000201,30108010100,,A,,,0
004301080201000101,30108020100,,A,,,0
004301080301000101,30108030100,,A,,,0
004301080301000201,30108030100,,A,,,0
004303010100000101,30301010000,,A,,,0
004303010100000201,30301010000,,A,,,0
004303010100000301,30301010000,,A,,,0
004303010100000401,30301010000,,A,,,0
004303010100000501,30301010000,,A,,,0
004303020100000101,30302010000,,A,,,0
004303020100000201,30302010000,,A,,,0
004303020100000301,30302010000,,A,,,0
004303020100000401,30302010000,,A,,,0
004303020100000501,30302010000,,A,,,0
004303020100000601,30302010000,,A,,,0
004303020100000701,30302010000,,A,,,0
004303020100000801,30302010000,,A,,,0
004303020100000901,30302010000,,A,,,0
004303020100001001,30302010000,,A,,,0
004303020100001101,30302010000,,A,,,0
004303020100001201,30302010000,,A,,,0
004303030100000101,30303010000,,A,,,0
004303030100000201,30303010000,,A,,,0
004303030100000301,30303010000,,A,,,0
004303030100000401,30303010000,,A,,,0
004303030100000502,30303010000,,A,,,0
004303030100000601,30303010000,,A,,,0
004303030100000701,30303010000,,A,,,0
004303030100000801,30303010000,,A,,,0
004303030100000901,30303010000,,A,,,0
004303040100000101,30304010000,,A,,,0
004303050100000101,30305010000,,A,,,0
004303050100000201,30305010000,,A,,,0
004303060100000102,30306010000,,A,,,0
004303070100000101,30307010000,,A,,,0
004303070100000102,30307010000,,A,,,0
004303080100000101,30308010000,,A,,,0
004303090100000101,30309010000,,A,,,0
004303090100000201,30309010000,,A,,,0
004303090100000301,30309010000,,A,,,0
004303090100000302,30309010000,,A,,,0
004303090100000401,30309010000,,A,,,0
004303090100000502,30309010000,,A,,,0
004303090100000601,30309010000,,A,,,0
004303090100000701,30309010000,,A,,,0
004303090100000801,30309010000,,A,,,0
004303090100000901,30309010000,,A,,,0
004303090100001001,30309010000,,A,,,0
004303090100001101,30309010000,,A,,,0
004303090100001201,30309010000,,A,,,0
004303090100001301,30309010000,,A,,,0
004303090100001401,30309010000,,A,,,0
004303090100001501,30309010000,,A,,,0
004303090100001601,30309010000,,A,,,0
004303090100001701,30309010000,,A,,,0
004303090100001801,30309010000,,A,,,0
004304010100000101,30401010000,,A,,,0
004305010100000101,30501010000,,A,,,0
004305020100000101,30502010000,,A,,,0
004305030100000101,30503010000,,A,,,0
004305040100000101,30504010000,,A,,,0
004305040100000201,30504010000,,A,,,0
004305050100000102,30505010000,,A,,,0
004305050100000202,30505010000,,A,,,0
004305050100000301,30505010000,,A,,,0
004305050100000401,30505010000,,A,,,0
004305050100000501,30505010000,,A,,,0
004305060100000101,30506010000,,A,,,0
004305070100000101,30507010000,,A,,,0
004305080100000101,30508010000,,A,,,0
004305090101000101,30509010100,,A,,,0
004305090101000201,30509010100,,A,,,0
004305100201000101,30510020100,,A,,,0
004305100201000201,30510020100,,A,,,0
004305100201000301,30510020100,,A,,,0
004305100201000401,30510020100,,A,,,0
004305100201000501,30510020100,,A,,,0
004305100201000601,30510020100,,A,,,0
004305100201000701,30510020100,,A,,,0
004305100301000101,30510030100,,A,,,0
004305100301000201,30510030100,,A,,,0
004305100301000301,30510030100,,A,,,0
004305100301000401,30510030100,,A,,,0
004305100301000501,30510030100,,A,,,0
004305100301000601,30510030100,,A,,,0
004305100401000101,30510040100,,A,,,0
004305100401000201,30510040100,,A,,,0
004305100401000301,30510040100,,A,,,0
004305100401000401,30510040100,,A,,,0
004305100401000501,30510040100,,A,,,0
004305100401000601,30510040100,,A,,,0
004401020101000101,40102010100,,A,,,0
004401020101000201,40102010100,,A,,,0
004401020101000301,40102010100,,A,,,0
004401020101000401,40102010100,,A,,,0
004401020101000501,40102010100,,A,,,0
004401020101000601,40102010100,,A,,,0
004401020101000701,40102010100,,A,,,0
004401020101000801,40102010100,,A,,,0
004401020201000101,40102020100,,A,,,0
004401020201000201,40102020100,,A,,,0
004401020201000301,40102020100,,A,,,0
004401020301000101,40102030100,,A,,,0
004401020401000101,40102040100,,A,,,0
004401020402000201,40102040200,,A,,,0
004401020402000301,40102040200,,A,,,0
004401030100000101,40103010000,,A,,,0
004401040100000101,40104010000,,A,,,0
004401040100000201,40104010000,,A,,,0
004402010100000101,40201010000,,A,,,0
004402020100000101,40202010000,,A,,,0
004402020100000201,40202010000,,A,,,0
004402020100000301,40202010000,,A,,,0
004402020100000401,40202010000,,A,,,0
004402020100000501,40202010000,,A,,,0
004402030100000101,40203010000,,A,,,0
004402030100000201,40203010000,,A,,,0
004402030100000301,40203010000,,A,,,0
004402030100000401,40203010000,,A,,,0
004402030100000501,40203010000,,A,,,0
004402030100000601,40203010000,,A,,,0
004402030100000701,40203010000,,A,,,0
004402030100000801,40203010000,,A,,,0
004402030100000901,40203010000,,A,,,0
004402030100001001,40203010000,,A,,,0
004402030100001101,40203010000,,A,,,0
004402030100001201,40203010000,,A,,,0
004403010100000101,40301010000,,A,,,0
004404010100000101,40401010000,,A,,,0
004404010100000201,40401010000,,A,,,0
004404010100000301,40401010000,,A,,,0
004404010100000401,40401010000,,A,,,0
