Database,Accounting,Table,AccountMapping,,,
001101010101262601,10101010126,Cash and balances with Ayeyarwaddy Farmers Development Bank Ltd (Current Deposit),A,,,0
001101010101272701,10101010127,Cash and balances with Shwe Rural and Urban Development Bank Ltd (Current Deposit),A,,,0
001101010102010101,10101010201,Cash and balances with Myanmar Economic Bank (Call Deposit),A,,,0
001101010102020201,10101010202,Cash and balances with Myanmar Foreign Trade Bank (Call Deposit),A,,,0
001101010102030301,10101010203,Cash and balances with Myanma Investment and Commercial Bank (Call Deposit),A,,,0
001101010102040401,10101010204,Cash and balances with Myanmar Agricultural Development Bank  (Call Deposit),A,,,0
001101010102050501,10101010205,Cash and balances with Myanmar  Citizens  Bank  Ltd. (Call Depsoit),A,,,0
001101010201010101,10101020101,Cash and balances with Myanmar Economic Bank (Saving Deposits),A,,,0
001101010201020201,10101020102,Cash and balances withMyanmar Foreign Trade Bank (Saving Deposits),A,,,0
001101010201030301,10101020103,Cash and balances withMyanma Investment and Commercial Bank (Saving Deposit),A,,,0
001101010201040401,10101020104,Cash and balances withMyanmar Agricultural Development Bank (Saving Deposit),A,,,0
001101010202010101,10101020201,Cash and balances with Myanma Economic Bank (Fixed Deposits less than three months),A,,,0
001101010202020201,10101020202,Cash and balances with Myanma Foreign Trade Bank (Saving Deposits),A,,,0
001101020100010101,10102010001,,A,,,0
001101020100020201,10102010002,,A,,,0
001101020100030301,10102010003,,A,,,0
001101020100040401,10102010004,,A,,,0
001101020100050502,10102010005,,A,,,0
001101020100050503,10102010005,,A,,,0
001101020100050504,10102010005,,A,,,0
001101030100010101,10103010001,,A,,,0
001101030100010102,10103010001,,A,,,0
001101030100010103,10103010001,,A,,,0
001101030100010104,10103010001,,A,,,0
001101030100010106,10103010001,,A,,,0
001101040101010102,10104010101,,A,,,0
001101040101010104,10104010101,,A,,,0
001101040101020202,10104010102,,A,,,0
001101040101030302,10104010103,,A,,,0
001101040101040402,10104010104,,A,,,0
001101040101050506,10104010105,,A,,,0
001101040101050502,10104010105,,A,,,0
001101040101060604,10104010106,,A,,,0
001101040101060602,10104010106,,A,,,0
001101040101070704,10104010107,,A,,,0
001101040101080802,10104010108,,A,,,0
001101040101090902,10104010109,,A,,,0
001101040101101002,10104010110,,A,,,0
001101050100010101,10105010001,,A,,,0
001101060100010101,10106010001,,A,,,0
001101060100010102,10106010001,,A,,,0
001101070100010102,10107010001,,A,,,0
001101070100010103,10107010001,,A,,,0
001101070100010104,10107010001,,A,,,0
001101070100010106,10107010001,,A,,,0
001102010101010101,10201010101,,A,,,0
001102010101020201,10201010102,,A,,,0
001103010101010101,10301010101,Loans to Myanma Economic Bank,A,,,0
001103010101020201,10301010102,Loans to Myanma Foreign Trade Bank,A,,,0
001103010101030301,10301010103,Loans to Myanma Investment and Commercial Bank,A,,,0
001103010101040401,10301010104,Loans to Myanma Agricultural Development Bank,A,,,0
001103010101050501,10301010105,Loans to Myanmar  Citizens  Bank  Ltd. ,A,,,0
001103010101060601,10301010106,Loans to CB Bank PCL ,A,,,0
001103010101070701,10301010107,Loans to Yadanarbon  Bank  Ltd,A,,,0
001103010101080802,10301010108,Loans to First  Private  Bank  Ltd.  ,A,,,0
001103010101080801,10301010108,Loans to First  Private  Bank  Ltd.  ,A,,,0
001103010101090901,10301010109,Loans to Myawaddy  Bank  Ltd.  ,A,,,0
001103010101101001,10301010110,Loans to Yangon  City  Bank  Ltd.,A,,,0
001103010101111101,10301010111,Loans to Yoma  Bank  Ltd.,A,,,0
001103010101121201,10301010112,Loans to Myanmar  Oriental  Bank  Ltd. ,A,,,0
001103010201010101,10301020101,,A,,,0
001103010201020201,10301020102,,A,,,0
001103010202010101,10301020201,,A,,,0
001103010203010101,10301020301,,A,,,0
001103010204010101,10301020401,,A,,,0
001103010205010101,10301020501,,A,,,0
001103010206010101,10301020601,,A,,,0
001103010301010101,10301030101,,A,,,0
001103010301020201,10301030102,,A,,,0
001103010302010101,10301030201,,A,,,0
001103010302020201,10301030202,,A,,,0
001103010303010101,10301030301,,A,,,0
001103010304010101,10301030401,,A,,,0
001103010305010101,10301030501,,A,,,0
001103010306010101,10301030601,,A,,,0
001103010307010101,10301030701,,A,,,0
001103010307020201,10301030702,,A,,,0
001103020000000001,10302000000,Discounted Bills (Bills Purchased),A,,,0
001103020101010102,10302010101,,A,,,0
001103030101010101,10303010101,,A,,,0
001103030101020201,10303010102,,A,,,0
001103030102010101,10303010201,,A,,,0
001103030201010101,10303020101,,A,,,0
001103030201020201,10303020102,,A,,,0
001103030202010101,10303020201,,A,,,0
001103040101010101,10304010101,Overdraft to Myanma Economic Bank,A,,,0
001103040101020201,10304010102,Overdraft to Myanma Foreign Trade Bank,A,,,0
001103040102010101,10304010201,,A,,,0
001103040201010101,10304020101,,A,,,0
001103040201020201,10304020102,,A,,,0
001103040202010101,10304020201,,A,,,0
001104010101010101,10401010101,,A,,,0
001104010201010101,10401020101,,A,,,0
001104010201020201,10401020102,,A,,,0
001104020101010101,10402010101,,A,,,0
001106010100010101,10601010001,,A,,,0
001106020100010101,10602010001,,A,,,0
001107010100010101,10701010001,,A,,,0
001107020100010101,10702010001,,A,,,0
001107030100010101,10703010001,,A,,,0
001107040100010101,10704010001,,A,,,0
001107050100010101,10705010001,,A,,,0
001107060100010101,10706010001,,A,,,0
001107070100010101,10707010001,,A,,,0
001108010100010101,10801010001,,A,,,0
001109010100010101,10901010001,,A,,,0
001109020100010101,10902010001,,A,,,0
001110010101010101,11001010101,,A,,,0
001110010101020201,11001010102,,A,,,0
001110010101020202,11001010102,,A,,,0
001110020101010101,11002010101,,A,,,0
001110020101020201,11002010102,,A,,,0
001110020201010101,11002020101,,A,,,0
001110020201020201,11002020102,,A,,,0
001110020201030301,11002020103,,A,,,0
001110020201040401,11002020104,,A,,,0
001110020201050501,11002020105,,A,,,0
001110020201060601,11002020106,,A,,,0
001110020201070701,11002020107,,A,,,0
001110020201080801,11002020108,,A,,,0
001110020201090901,11002020109,,A,,,0
001110020301010102,11002030101,,A,,,0
001110020401010101,11002040101,,A,,,0
001110020401020201,11002040102,,A,,,0
001110020401030301,11002040103,,A,,,0
001110020501010101,11002050101,,A,,,0
001110020601010101,11002060101,,A,,,0
001110020601020201,11002060102,,A,,,0
001110030100010101,11003010001,,A,,,0
001110040100010101,11004010001,,A,,,0
001110050101010101,11005010101,,A,,,0
001110050101020201,11005010102,,A,,,0
001110060100010101,11006010001,,A,,,0
001110060100020202,11006010002,,A,,,0
001110060100030301,11006010003,,A,,,0
001110060100040401,11006010004,,A,,,0
001110060100050502,11006010005,,A,,,0
001110060100060601,11006010006,,A,,,0
001110060100070701,11006010007,,A,,,0
001110060100080801,11006010008,,A,,,0
001110060100090901,11006010009,,A,,,0
001110060100101001,11006010010,,A,,,0
001110060100111101,11006010011,,A,,,0
001110060100121201,11006010012,,A,,,0
001110060100121202,11006010012,,A,,,0
001110060100131302,11006010013,,A,,,0
001110060100141402,11006010014,,A,,,0
001110060100151501,11006010015,,A,,,0
001110060100161601,11006010016,,A,,,0
001110060100171701,11006010017,,A,,,0
001110060100181801,11006010018,,A,,,0
001110060100191901,11006010019,,A,,,0
001110060100202001,11006010020,,A,,,0
001110060100212101,11006010021,,A,,,0
001110070100010101,11007010001,,A,,,0
001110070100020201,11007010002,,A,,,0
001110070100030301,11007010003,,A,,,0
001110070100040401,11007010004,,A,,,0
001110070100050501,11007010005,,A,,,0
001110070100060601,11007010006,,A,,,0
001110080100010101,11008010001,,A,,,0
001110090100010101,11009010001,,A,,,0
001110100100000001,11010010000,,A,,,0
001110100101010101,11010010101,,A,,,0
001110100101020201,11010010102,,A,,,0
001110100101030301,11010010103,,A,,,0
001110100101040401,11010010104,,A,,,0
001110100101050501,11010010105,,A,,,0
001110100101060601,11010010106,,A,,,0
001110100101070701,11010010107,,A,,,0
001110100101080801,11010010108,,A,,,0
001110100101090901,11010010109,,A,,,0
001110100101101001,11010010110,,A,,,0
001110100101111101,11010010111,,A,,,0
001110100101121201,11010010112,,A,,,0
001110100101131301,11010010113,,A,,,0
001110100201010101,11010020101,,A,,,0
001110100201020201,11010020102,,A,,,0
001110100201030301,11010020103,,A,,,0
001110100201040401,11010020104,,A,,,0
001110100301010101,11010030101,,A,,,0
001110100301020201,11010030102,,A,,,0
001110100301030301,11010030103,,A,,,0
001110100301040401,11010030104,,A,,,0
001110100301050501,11010030105,,A,,,0
001110100301060601,11010030106,,A,,,0
001110100301070701,11010030107,,A,,,0
001110100301080801,11010030108,,A,,,0
001110100301090901,11010030109,,A,,,0
001110100301101001,11010030110,,A,,,0
001110100301111101,11010030111,,A,,,0
001110100301121201,11010030112,,A,,,0
001110100301131301,11010030113,,A,,,0
001110100401010101,11010040101,,A,,,0
001110100401020201,11010040102,,A,,,0
001110100401030301,11010040103,,A,,,0
001110100401040401,11010040104,,A,,,0
001110100401050501,11010040105,,A,,,0
001110100401060601,11010040106,,A,,,0
001110100401070701,11010040107,,A,,,0
001110100401080801,11010040108,,A,,,0
001110100401090901,11010040109,,A,,,0
001110100401101001,11010040110,,A,,,0
001110100501010101,11010050101,,A,,,0
001110100501020201,11010050102,,A,,,0
001110100501030301,11010050103,,A,,,0
001110100501040401,11010050104,,A,,,0
001110100501050501,11010050105,,A,,,0
001110100501060601,11010050106,,A,,,0
001110100501070701,11010050107,,A,,,0
001110100501080801,11010050108,,A,,,0
001110100501090901,11010050109,,A,,,0
001110100501101001,11010050110,,A,,,0
001110100601010101,11010060101,,A,,,0
001110100601020201,11010060102,,A,,,0
001110100601030301,11010060103,,A,,,0
001110100601040401,11010060104,,A,,,0
001110100601050501,11010060105,,A,,,0
001110100601060601,11010060106,,A,,,0
001110100601070701,11010060107,,A,,,0
001110100601080801,11010060108,,A,,,0
001110100601090901,11010060109,,A,,,0
001110100601101001,11010060110,,A,,,0
001110100601111101,11010060111,,A,,,0
001110100601121201,11010060112,,A,,,0
001110100601131301,11010060113,,A,,,0
001110100601141401,11010060114,,A,,,0
001110100701010101,11010070101,,A,,,0
001110100701020201,11010070102,,A,,,0
001110100701030301,11010070103,,A,,,0
001110100701040401,11010070104,,A,,,0
001110100701050501,11010070105,,A,,,0
001110100701060601,11010070106,,A,,,0
001110100701070701,11010070107,,A,,,0
001110100701080801,11010070108,,A,,,0
001110100701090901,11010070109,,A,,,0
001110100701101001,11010070110,,A,,,0
001110100701111101,11010070111,,A,,,0
001110100701121201,11010070112,,A,,,0
001110100701131301,11010070113,,A,,,0
001110100701141401,11010070114,,A,,,0
001110100801010101,11010080101,,A,,,0
001110100801020201,11010080102,,A,,,0
001110100801030301,11010080103,,A,,,0
001110100801040401,11010080104,,A,,,0
001110100801050501,11010080105,,A,,,0
001110100801060601,11010080106,,A,,,0
001110100801070701,11010080107,,A,,,0
001110100801080801,11010080108,,A,,,0
001110100801090901,11010080109,,A,,,0
001110100801101001,11010080110,,A,,,0
001110100801111101,11010080111,,A,,,0
001110100801121201,11010080112,,A,,,0
001110100801131301,11010080113,,A,,,0
001110100901010101,11010090101,,A,,,0
001110100901020201,11010090102,,A,,,0
001110100901030301,11010090103,,A,,,0
001110100901040401,11010090104,,A,,,0
001110100901050501,11010090105,,A,,,0
001110100901060601,11010090106,,A,,,0
001110100901070701,11010090107,,A,,,0
001110100901080801,11010090108,,A,,,0
001110100901090901,11010090109,,A,,,0
001110100901101001,11010090110,,A,,,0
001110101001010101,11010100101,,A,,,0
001110101001020201,11010100102,,A,,,0
001110101001030301,11010100103,,A,,,0
001110101001040401,11010100104,,A,,,0
001110101001050501,11010100105,,A,,,0
001110101001060601,11010100106,,A,,,0
001110101001070701,11010100107,,A,,,0
001110101001080801,11010100108,,A,,,0
001110101001090901,11010100109,,A,,,0
001110101001101001,11010100110,,A,,,0
001110101001111101,11010100111,,A,,,0
001110101101010101,11010110101,,A,,,0
001110101101020201,11010110102,,A,,,0
001110101101030301,11010110103,,A,,,0
001110101101040401,11010110104,,A,,,0
001110101101050501,11010110105,,A,,,0
001110101101060601,11010110106,,A,,,0
001110101101070701,11010110107,,A,,,0
001110101101080801,11010110108,,A,,,0
001110101101090901,11010110109,,A,,,0
001110101101101001,11010110110,,A,,,0
001110101101111101,11010110111,,A,,,0
001110101101121201,11010110112,,A,,,0
001110110101010101,11011010101,,A,,,0
001110110101010102,11011010101,,A,,,0
001110110201010101,11011020101,,A,,,0
001110110301010101,11011030101,,A,,,0
001110110401010101,11011040101,,A,,,0
001110110501010101,11011050101,,A,,,0
001110110601010101,11011060101,,A,,,0
001110110701010101,11011070101,,A,,,0
001110110801010101,11011080101,,A,,,0
001201010101010101,20101010101,,A,,,0
001201010201010101,20101020101,,A,,,0
001201010201020202,20101020102,,A,,,0
001201010201030301,20101020103,,A,,,0
001201010201040401,20101020104,,A,,,0
001201010201040402,20101020104,,A,,,0
001201010201050502,20101020105,,A,,,0
001201010201060601,20101020106,,A,,,0
001201010201070701,20101020107,,A,,,0
001201010201080801,20101020108,,A,,,0
001201010201090901,20101020109,,A,,,0
001201010201101001,20101020110,,A,,,0
001201010201111101,20101020111,,A,,,0
001201010201121201,20101020112,,A,,,0
001201010201131301,20101020113,,A,,,0
001201010201131302,20101020113,,A,,,0
001201010201141401,20101020114,,A,,,0
001201010201141402,20101020114,,A,,,0
001201010201151501,20101020115,,A,,,0
001201010201151502,20101020115,,A,,,0
001201010201161601,20101020116,,A,,,0
001201010201161602,20101020116,,A,,,0
001201010201171701,20101020117,,A,,,0
001201010201181801,20101020118,,A,,,0
001201010201191901,20101020119,,A,,,0
001201010201191902,20101020119,,A,,,0
001201010201202001,20101020120,,A,,,0
001201010201212101,20101020121,,A,,,0
001201010201222201,20101020122,,A,,,0
001201010201232302,20101020123,,A,,,0
001201010301010101,20101030101,,A,,,0
001201010301020201,20101030102,,A,,,0
001202010101010101,20201010101,Current Deposits - Myanma Economic Bank,A,,,0
001202010101020201,20201010102,Current Deposits - Myanma Foreign Trade Bank,A,,,0
001202010101030301,20201010103,Current Deposits - Myanma Investment and Commercial Bank,A,,,0
001202010101040401,20201010104,Current Deposits - Myanma Agricultural Development Bank,A,,,0
001202010101050501,20201010105,Current Deposits - Myanmar  Citizens  Bank  Ltd. ,A,,,0
001202010101060601,20201010106,Current Deposits - CB Bank PCL,A,,,0
001202010101060602,20201010106,Current Deposits - CB Bank PCL,A,,,0
001202010101070701,20201010107,Current Deposits - Yadanabon  Bank  Ltd,A,,,0
001202010101080801,20201010108,Current Deposits - First  Private  Bank  Ltd.  ,A,,,0
001202010101090901,20201010109,Current Deposits - Myawaddy  Bank  Ltd.  ,A,,,0
001202010101101001,20201010110,Current Deposits -Yangon  City  Bank  Ltd.,A,,,0
001202010101111101,20201010111,Current Deposits - Yoma  Bank  Ltd.,A,,,0
001202010101121201,20201010112,Current Deposits - Myanmar  Oriental  Bank  Ltd. ,A,,,0
001202010101131301,20201010113,Current Deposits - Tun  Commercial  Bank  Ltd. ,A,,,0
001202010101141401,20201010114,Current Deposits - Kanbawza  Bank  Ltd.,A,,,0
001202010101151501,20201010115,Current Deposits - Small and Medium Enterprise Development  Bank  Ltd. ,A,,,0
001202010101161601,20201010116,Current Deposits - Global Treasure Bank Ltd,A,,,0
001202010101171701,20201010117,Current Deposits - Rural  Development Bank  Ltd,A,,,0
001202010101181801,20201010118,Current Deposits - Innwa  Bank  Ltd. ,A,,,0
001202010101191901,20201010119,Current Deposits - Asia Green Development Bank Ltd,A,,,0
001202010101202001,20201010120,Current Deposits - Ayeyarwady Bank Ltd,A,,,0
001202010101202002,20201010120,Current Deposits - Ayeyarwady Bank Ltd,A,,,0
001202010101212101,20201010121,Current Deposits - uab Bank Ltd,A,,,0
001202010101222201,20201010122,Current Deposits - Myanma Apex Bank Ltd,A,,,0
001202010101232301,20201010123,Current Deposits - Naypyitaw Development Bank Ltd.,A,,,0
001202010101242401,20201010124,Current Deposits - Myanmar Metro Bank Ltd.,A,,,0
001202010101252501,20201010125,"Current Deposits - Construction, Housing & Infrastructure Development Bank Ltd",A,,,0
001202010101262601,20201010126,Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd,A,,,0
001202010101262602,20201010126,Current Deposits - Ayeyarwaddy Farmers Development Bank Ltd,A,,,0
001202010101272701,20201010127,Current Deposits - Shwe Rural and Urban Development Bank Ltd,A,,,0
001202010101282801,20201010128,Current Deposits - Glory Farmer Development Bank Ltd,A,,,0
001202010101292901,20201010129,Current Deposits - Mineral Development Bank Ltd,A,,,0
001202010101303001,20201010130,Current Deposits - Myanma Tourism Bank Ltd.,A,,,0
001202010101313101,20201010131,Current Deposits - Farmer Development Bank Ltd (Mandalay),A,,,0
001202010102010101,20201010201,Call  Deposits - Myanma Economic Bank,A,,,0
001202010102020201,20201010202,Call  Deposits - Myanma Foreign Trade Bank,A,,,0
001202010102030301,20201010203,Call  Deposits - Myanma Investment and Commercial Bank,A,,,0
001202010102040401,20201010204,Call  Deposits - Myanma Agricultural Development Bank,A,,,0
001202010102050501,20201010205,Call  Deposits - Myanmar  Citizens  Bank  Ltd. ,A,,,0
001202010102060601,20201010206,Call Deposits - CB Bank PCL,A,,,0
001202010102070701,20201010207,Call  Deposits - Yadanabon  Bank  Ltd,A,,,0
001202010102080801,20201010208,Call  Deposits - First  Private  Bank  Ltd.  ,A,,,0
001202010102090901,20201010209,Call  Deposits - Myawaddy  Bank  Ltd.  ,A,,,0
001202010102101001,20201010210,Call  Deposits -Yangon  City  Bank  Ltd.,A,,,0
001202010102111101,20201010211,Call Deposits - Yoma  Bank  Ltd.,A,,,0
001202010102121201,20201010212,Call  Deposits - Myanmar  Oriental  Bank  Ltd. ,A,,,0
001202010102131301,20201010213,Call  Deposits - Tun  Commercial  Bank  Ltd. ,A,,,0
001202010102141401,20201010214,Call  Deposits - Kanbawza  Bank  Ltd.,A,,,0
001202010102151501,20201010215,Call  Deposits - Small and Medium Enterprise Development  Bank  Ltd. ,A,,,0
001202010102161601,20201010216,Call  Deposits - Global Treasure Bank Ltd,A,,,0
001202010102171701,20201010217,Call  Deposits - Rural  Development Bank  Ltd,A,,,0
001202010102181801,20201010218,Call  Deposits - Innwa  Bank  Ltd. ,A,,,0
001202010102191901,20201010219,Call  Deposits - Asia Green Development Bank Ltd,A,,,0
001202010102202001,20201010220,Call  Deposits - Ayeyarwady Bank Ltd,A,,,0
001202010102212101,20201010221,Call Deposits - uab Bank Ltd,A,,,0
001202010102222201,20201010222,Call  Deposits - Myanma Apex Bank Ltd,A,,,0
001202010102232301,20201010223,Call  Deposits - Naypyitaw Development Bank Ltd.,A,,,0
001202010102242401,20201010224,Call Deposits - Myanmar Metro Bank Ltd.,A,,,0
001202010102252501,20201010225,"Call  Deposits - Construction, Housing & Infrastructure Development Bank Ltd",A,,,0
001202010102262601,20201010226,Call  Deposits - Ayeyarwaddy Farmers Development Bank Ltd,A,,,0
001202010102272701,20201010227,Call  Deposits - Shwe Rural and Urban Development Bank Ltd,A,,,0
001202010102282801,20201010228,Call  Deposits - Glory Farmer Development Bank Ltd,A,,,0
001202010102292901,20201010229,Call  Deposits - Mineral Development Bank Ltd,A,,,0
001202010102303001,20201010230,Call  Deposits - Myanma Tourism Bank Ltd,A,,,0
001202010201010101,20201020101,Saving  Deposits - Myanma Economic Bank,A,,,0
001202010201020201,20201020102,Saving Deposits - Myanma Foreign Trade Bank,A,,,0
001202010201030301,20201020103,Saving Deposits - Myanma Investment and Commercial Bank,A,,,0
001202010201040401,20201020104,Saving Deposits - Myanma Agricultural Development Bank,A,,,0
001202010201050501,20201020105,Saving Deposits - Myanmar  Citizens  Bank  Ltd. ,A,,,0
001202010201060601,20201020106,SavingDeposits - CB Bank PCL,A,,,0
001202010201070701,20201020107,Saving Deposits - Yadanabon  Bank  Ltd,A,,,0
001202010201080801,20201020108,Saving  Deposits - First  Private  Bank  Ltd.  ,A,,,0
001202010201090901,20201020109,Saving Deposits - Myawaddy  Bank  Ltd.  ,A,,,0
001202010201101001,20201020110,Saving  Deposits -Yangon  City  Bank  Ltd.,A,,,0
001202010201111101,20201020111,Saving Deposits - Yoma  Bank  Ltd.,A,,,0
001202010201121201,20201020112,Saving  Deposits - Myanmar  Oriental  Bank  Ltd. ,A,,,0
001202010201131301,20201020113,Saving  Deposits - Tun  Commercial  Bank  Ltd. ,A,,,0
001202010201141401,20201020114,Saving  Deposits - Kanbawza  Bank  Ltd.,A,,,0
001202010201151501,20201020115,Saving  Deposits - Small and Medium Enterprise Development  Bank  Ltd. ,A,,,0
001202010201161601,20201020116,Saving Deposits - Global Treasure Bank Ltd,A,,,0
001202010201171701,20201020117,Saving Deposits - Rural  Development Bank  Ltd,A,,,0
001202010201181801,20201020118,Saving  Deposits - Innwa  Bank  Ltd. ,A,,,0
001202010201191901,20201020119,Saving Deposits - Asia Green Development Bank Ltd,A,,,0
001202010201202001,20201020120,Saving Deposits - Ayeyarwady Bank Ltd,A,,,0
001202010201212101,20201020121,Saving Deposits - uab Bank Ltd,A,,,0
001202010201222201,20201020122,Saving Deposits - Myanma Apex Bank Ltd,A,,,0
001202010201232301,20201020123,Saving Deposits - Naypyitaw Development Bank Ltd.,A,,,0
001202010201242401,20201020124,Saving Deposits - Myanmar Metro Bank Ltd.,A,,,0
001202010201252501,20201020125,"Saving  Deposits - Construction, Housing & Infrastructure Development Bank Ltd",A,,,0
001202010201262601,20201020126,Saving  Deposits - Ayeyarwaddy Farmers Development Bank Ltd,A,,,0
001202010201272701,20201020127,Saving  Deposits - Shwe Rural and Urban Development Bank Ltd,A,,,0
001202010201282801,20201020128,Saving  Deposits - Glory Farmer Development Bank Ltd,A,,,0
001202010201292901,20201020129,Saving  Deposits - Mineral Development Bank Ltd,A,,,0
001202010201303001,20201020130,Saving  Deposits - Myanma Tourism Bank Ltd,A,,,0
001202010202010101,20201020201,Fixed Deposits - Myanma Economic Bank,A,,,0
001202010202020201,20201020202,Fixed Deposits - Myanma Foreign Trade Bank,A,,,0
001202010202030301,20201020203,Fixed Deposits - Myanma Investment and Commercial Bank,A,,,0
001202010202040401,20201020204,Fixed Deposits - Myanma Agricultural Development Bank,A,,,0
001202010202050501,20201020205,Fixed Deposits - Myanmar  Citizens  Bank  Ltd. ,A,,,0
001202010202060601,20201020206,Fixed Deposits - CB Bank PCL,A,,,0
001202010202070701,20201020207,Fixed Deposits - Yadanabon  Bank  Ltd,A,,,0
001202010202080801,20201020208,Fixed Deposits - First  Private  Bank  Ltd.  ,A,,,0
001202010202090901,20201020209,Fixed Deposits - Myawaddy  Bank  Ltd.  ,A,,,0
001202010202101001,20201020210,Fixed Deposits -Yangon  City  Bank  Ltd.,A,,,0
001202010202111101,20201020211,Fixed Deposits - Yoma  Bank  Ltd.,A,,,0
001202010202121201,20201020212,Fixed Deposits - Myanmar  Oriental  Bank  Ltd. ,A,,,0
001202010202131301,20201020213,Fixed Deposits - Tun  Commercial  Bank  Ltd. ,A,,,0
001202010202141401,20201020214,Fixed Deposits - Kanbawza  Bank  Ltd.,A,,,0
001202010202151501,20201020215,Fixed Deposits - Small and Medium Enterprise Development  Bank  Ltd. ,A,,,0
001202010202161601,20201020216,Fixed Deposits - Global Treasure Bank Ltd,A,,,0
001202010202171701,20201020217,Fixed  Deposits - Rural  Development Bank  Ltd,A,,,0
001202010202181801,20201020218,Fixed  Deposits - Innwa  Bank  Ltd. ,A,,,0
001202010202191901,20201020219,Fixed  Deposits - Asia Green Development Bank Ltd,A,,,0
001202010202202001,20201020220,Fixed  Deposits - Ayeyarwady Bank Ltd,A,,,0
